Rank,Mark,Competitor,DOB,Nat,Pos,Venue,Date,Age at race,Current age,Year of the race,TimeSec
1129,2:26:05,Bezunesh BEKELE,1983-01-29,ETH,4,Dubai (UAE),2010-01-22,26,37,2010,8765.0
1130,2:26:05,Isabellah ANDERSSON,1980-11-12,SWE,7,Dubai (UAE),2013-01-25,32,40,2013,8765.0
1131,2:26:05,Lisa WEIGHTMAN,1979-01-16,AUS,1,Melbourne (AUS),2013-10-13,34,41,2013,8765.0
1132,2:26:05,Tomomi TANAKA,1988-09-25,JPN,4,Nagoya (JPN),2014-03-09,25,32,2014,8765.0
1133,2:26:06,Reiko TOSA,1976-06-11,JPN,2,"Commonwealth Stadium, Edmonton (CAN)",2001-08-12,25,44,2001,8766.0
1134,2:26:06,Kara GOUCHER,1978-07-09,USA,3,"Houston, TX (USA)",2012-01-14,33,42,2012,8766.0
1135,2:26:06,Shuko GENEMO,1995-09-13,ETH,4,Wien (AUT),2017-04-23,21,25,2017,8766.0
1136,2:26:06,Mimi BELETE,1988-06-09,BRN,3,Hamburg (GER),2018-04-29,29,32,2018,8766.0
1137,2:26:06,Sheila JEROTICH,1989-06-06,KEN,1,Warszawa (POL),2019-04-14,29,31,2019,8766.0
1138,2:26:06,Linet Chepkwemoi MASAI,1989-12-05,KEN,11,London (GBR),2019-04-28,29,31,2019,8766.0
1139,2:26:07,Lisa MARTIN,1960-05-12,AUS,1,Edinburgh (GBR),1986-08-01,26,60,1986,8767.0
1140,2:26:07,Kara GOUCHER,1978-07-09,USA,10,"Olympic Stadium, London (GBR)",2012-08-05,34,42,2012,8767.0
1141,2:26:07,Aberu Mekuria ZENNEBE,1983-12-24,ETH,1,Hengshui (CHN),2013-09-21,29,36,2013,8767.0
1142,2:26:07,Bruktayit ESHETU,1990-09-29,ETH,1,"Houston, TX (USA)",2016-01-17,25,30,2016,8767.0
1143,2:26:07,Ayano IKEMITSU,1991-04-18,JPN,12,Nagoya (JPN),2019-03-10,27,29,2019,8767.0
1144,2:26:08,Małgorzata SOBAŃSKA,1969-04-25,POL,4,"Chicago, IL (USA)",2001-10-07,32,51,2001,8768.0
1145,2:26:08,Xiaolin ZHU,1984-02-20,CHN,1,Xiamen (CHN),2007-03-31,23,36,2007,8768.0
1146,2:26:08,Xiaolin ZHU,1984-02-20,CHN,5,"Olympiastadion, Berlin (GER)",2009-08-23,25,36,2009,8768.0
1147,2:26:08,Eri OKUBO,1983-06-02,JPN,4,Tokyo (JPN),2012-02-26,28,37,2012,8768.0
1148,2:26:08,Yukiko AKABA,1979-10-18,JPN,8,Nagoya (JPN),2012-03-11,32,41,2012,8768.0
1149,2:26:08,Desiree LINDEN,1983-07-26,USA,7,"Estádio Olímpico, Rio de Janeiro (BRA)",2016-08-14,33,37,2016,8768.0
1150,2:26:08,Florence KIPLAGAT,1987-02-27,KEN,4,"Chicago, IL (USA)",2018-10-07,31,33,2018,8768.0
1151,2:26:09,Tomoe ABE,1971-08-13,JPN,1,Osaka (JPN),1994-01-30,22,49,1994,8769.0
1152,2:26:09,Nobuko FUJIMURA,1965-12-18,JPN,2,Osaka (JPN),1994-01-30,28,54,1994,8769.0
1153,2:26:09,Derartu TULU,1972-03-21,ETH,6,London (GBR),2000-04-16,28,48,2000,8769.0
1154,2:26:09,Madina BIKTAGIROVA,1964-09-20,RUS,1,Nagano (JPN),2002-04-14,37,56,2002,8769.0
1155,2:26:09,Miki OHIRA,1981-06-28,JPN,4,Osaka (JPN),2008-01-27,26,39,2008,8769.0
1156,2:26:09,Helalia JOHANNES,1980-08-13,NAM,11,"Olympic Stadium, London (GBR)",2012-08-05,31,40,2012,8769.0
1157,2:26:09,Fatuma SADO,1991-10-11,ETH,5,"Chicago, IL (USA)",2012-10-07,20,29,2012,8769.0
1158,2:26:09,Sayaka KUWAHARA,1993-03-08,JPN,4,Nagoya (JPN),2017-03-12,24,27,2017,8769.0
1159,2:26:09,Amane GOBENA,1986-09-11,ETH,2,Mumbai (IND),2019-01-20,32,34,2019,8769.0
1160,2:26:10,Junko ASARI,1969-09-22,JPN,3,Osaka (JPN),1994-01-30,24,51,1994,8770.0
1161,2:26:10,Tegla LOROUPE,1973-05-09,KEN,8,London (GBR),2001-04-22,27,47,2001,8770.0
1162,2:26:10,Hellen Jemaiyo KIMUTAI,1977-12-28,KEN,3,Berlin (GER),2002-09-29,24,42,2002,8770.0
1163,2:26:10,Zhor EL KAMCH,1973-03-15,MAR,1,Rotterdam (NED),2004-04-04,31,47,2004,8770.0
1164,2:26:10,Debellu Shitaye GEMECHU,1980-06-17,ETH,4,Paris (FRA),2008-04-06,27,40,2008,8770.0
1165,2:26:10,Tomo MORIMOTO,1983-12-27,JPN,3,Berlin (GER),2010-09-26,26,36,2010,8770.0
1166,2:26:10,Rosaria CONSOLE,1979-12-17,ITA,7,Berlin (GER),2011-09-25,31,40,2011,8770.0
1167,2:26:10,Melkam GIZAW,1990-09-17,ETH,2,Beijing (CHN),2016-09-17,26,30,2016,8770.0
1168,2:26:10,Shuko GENEMO,1995-09-13,ETH,5,Ljubljana (SLO),2018-10-28,23,25,2018,8770.0
1169,2:26:11,Joan BENOIT-SAMUELSON,1957-05-16,USA,1,"Eugene, OR (USA)",1982-09-12,25,63,1982,8771.0
1170,2:26:11,Junko ASARI,1969-09-22,JPN,2,Rotterdam (NED),1998-04-19,28,51,1998,8771.0
1171,2:26:11,Chika HORIE,1981-02-15,JPN,1,Sapporo (JPN),2002-08-25,21,39,2002,8771.0
1172,2:26:11,Lyubov DENISOVA,1971-10-06,RUS,1,"Los Angeles, CA (USA)",2005-03-06,33,49,2005,8771.0
1173,2:26:11,Shujing ZHANG,1978-09-13,CHN,1,Seoul (KOR),2008-03-16,29,42,2008,8771.0
1174,2:26:11,Bethelhem MOGES,1991-05-03,ETH,3,Valencia (ESP),2016-11-20,25,29,2016,8771.0
1175,2:26:11,Hiwot GEBREKIDAN,1995-05-11,ETH,2,Ottawa (CAN),2018-05-27,23,25,2018,8771.0
1176,2:26:12,Eun-ju KWON,1977-10-23,KOR,1,Chuncheon (KOR),1997-10-26,20,43,1997,8772.0
1177,2:26:12,Maria GUIDA,1966-01-23,ITA,7,London (GBR),2000-04-16,34,54,2000,8772.0
1178,2:26:12,Yong-Ok JONG,1981-01-24,PRK,6,Beijing (CHN),2002-10-13,21,39,2002,8772.0
1179,2:26:12,Jiali WANG,1986-02-01,CHN,1,Dalian (CHN),2011-04-30,25,34,2011,8772.0
1180,2:26:12,Netsanet ACHAMO,1987-12-14,ETH,1,Mumbai (IND),2012-01-15,24,33,2012,8772.0
1181,2:26:12,Eunice Jepkirui KIRWA,1984-05-20,BRN,1,Danzhou (CHN),2014-12-20,30,36,2014,8772.0
1182,2:26:12,Agnes KIPROP,1980-01-14,KEN,4,Ottawa (CAN),2015-05-24,35,40,2015,8772.0
1183,2:26:12,Medina Deme ARMINO,1997-10-22,ETH,1,Xiamen (CHN),2020-01-05,22,23,2020,8772.0
1184,2:26:13,Sonja OBEREM-KROLIK,1973-02-24,GER,1,Hamburg (GER),2001-04-22,28,47,2001,8773.0
1185,2:26:13,Tatyana ARYASOVA,1979-04-02,RUS,1,Dublin (IRL),2010-10-25,31,41,2010,8773.0
1186,2:26:13,Marisa BARROS,1980-02-25,POR,12,"Olympic Stadium, London (GBR)",2012-08-05,32,40,2012,8773.0
1187,2:26:13,Ruihuan LIU,1992-06-29,CHN,1,Chongqing (CHN),2016-03-20,23,28,2016,8773.0
1188,2:26:13,Eunice JEPTOO,1983-06-24,KEN,1,Eindhoven (NED),2017-10-08,34,37,2017,8773.0
1189,2:26:13,Yuka TAKASHIMA,1988-05-12,JPN,8,Paris (FRA),2018-04-08,29,32,2018,8773.0
1190,2:26:13,Volha MAZURONAK,1989-04-14,BLR,1,Hong Kong (HKG),2019-02-17,29,31,2019,8773.0
1191,2:26:14,Rosa MOTA,1958-06-29,POR,1,London (GBR),1991-04-21,32,62,1991,8774.0
1192,2:26:14,Hellen Jemaiyo KIMUTAI,1977-12-28,KEN,9,"Olympic Stadium, Helsinki (FIN)",2005-08-14,27,42,2005,8774.0
1193,2:26:14,Kiyoko SHIMAHARA,1976-12-22,JPN,2,Sapporo (JPN),2005-08-28,28,43,2005,8774.0
1194,2:26:14,Fantu JIMMA,1987-09-11,ETH,14,Dubai (UAE),2015-01-23,27,33,2015,8774.0
1195,2:26:14,Gulume CHALA,1992-09-11,ETH,2,Paris (FRA),2016-04-03,23,28,2016,8774.0
1196,2:26:15,Kazumi MATSUO,1974-04-18,JPN,1,Berlin (GER),2000-09-10,26,46,2000,8775.0
1197,2:26:15,Debellu Shitaye GEMECHU,1980-06-17,ETH,4,Berlin (GER),2002-09-29,22,40,2002,8775.0
1198,2:26:15,Reiko TOSA,1976-06-11,JPN,1,Tokyo (JPN),2006-11-19,30,44,2006,8775.0
1199,2:26:15,Nadia EJJAFINI,1977-11-08,ITA,6,Frankfurt (GER),2011-10-30,33,43,2011,8775.0
1200,2:26:15,Meseret LEGESE,1987-08-26,ETH,2,Hengshui (CHN),2013-09-21,26,33,2013,8775.0
1201,2:26:15,Jelena PROKOPČUKA,1976-09-21,LAT,4,"New York, NY (USA)",2014-11-02,38,44,2014,8775.0
1202,2:26:15,Letebrhan Haylay GEBRESLASEA,1990-10-29,ETH,1,Rotterdam (NED),2016-04-10,25,30,2016,8775.0
1203,2:26:15,Zhixuan LI,1994-03-23,CHN,13,Nagoya (JPN),2019-03-10,24,26,2019,8775.0
1204,2:26:15,Racheal MUTGAA,1988-12-12,KEN,1,Hannover (GER),2019-04-07,30,32,2019,8775.0
1205,2:26:16,Mara YAMAUCHI,1973-08-13,GBR,8,London (GBR),2010-04-25,36,47,2010,8776.0
1206,2:26:16,Sylvia Jebiwot KIBET,1984-03-28,KEN,2,Hamburg (GER),2015-04-26,31,36,2015,8776.0
1207,2:26:16,Maureen CHEPKEMOI,1998-05-24,KEN,3,Wien (AUT),2019-04-07,20,22,2019,8776.0
1208,2:26:17,Esther Wanjiru MAINA,1977-03-27,KEN,4,"Olympic Stadium, Sydney (AUS)",2000-09-24,23,43,2000,8777.0
1209,2:26:17,Hiromi OMINAMI,1975-11-15,JPN,2,Rotterdam (NED),2003-04-13,27,45,2003,8777.0
1210,2:26:17,Eun-jung LEE,1981-04-21,KOR,1,Seoul (KOR),2004-03-14,22,39,2004,8777.0
1211,2:26:17,Belainesh Zemedkun GEBRE,1987-12-23,ETH,3,"Chicago, IL (USA)",2011-10-09,23,32,2011,8777.0
1212,2:26:17,Eri HAYAKAWA,1981-11-15,JPN,5,Nagoya (JPN),2013-03-10,31,39,2013,8777.0
1213,2:26:17,Aberu Mekuria ZENNEBE,1983-12-24,ETH,1,Valencia (ESP),2017-11-19,33,36,2017,8777.0
1214,2:26:18,Grete WAITZ,1953-10-01,NOR,2,"Memorial Coliseum, Los Angeles, CA (USA)",1984-08-05,30,67,1984,8778.0
1215,2:26:18,Marleen RENDERS,1968-12-24,BEL,3,Berlin (GER),1997-09-28,28,51,1997,8778.0
1216,2:26:18,Kayoko OBATA,1971-09-18,JPN,4,Osaka (JPN),1999-01-31,27,49,1999,8778.0
1217,2:26:18,Svetlana ZAKHAROVA,1970-09-15,RUS,3,"Commonwealth Stadium, Edmonton (CAN)",2001-08-12,30,50,2001,8778.0
1218,2:26:18,Lyubov DENISOVA,1971-10-06,RUS,3,"Los Angeles, CA (USA)",2006-03-18,34,49,2006,8778.0
1219,2:26:18,Yeshimebet TADESSE BIFA,1988-10-15,ETH,3,Seoul (KOR),2013-03-17,24,32,2013,8778.0
1220,2:26:18,Roza DEREJE,1997-05-09,ETH,1,Shanghai (CHN),2016-10-30,19,23,2016,8778.0
1221,2:26:18,Birke DEBELE,1995-09-12,ETH,1,Riga (LAT),2019-05-19,23,25,2019,8778.0
1222,2:26:19,Yoshimi OZAKI,1981-07-01,JPN,2,Nagoya (JPN),2008-03-09,26,39,2008,8779.0
1223,2:26:19,Irina TIMOFEYEVA,1970-04-05,RUS,1,Shanghai (CHN),2008-11-30,38,50,2008,8779.0
1224,2:26:19,Hanae TANAKA,1990-02-12,JPN,3,Osaka (JPN),2017-01-29,26,30,2017,8779.0
1225,2:26:20,Renata KOKOWSKA,1958-12-04,POL,1,Berlin (GER),1993-09-26,34,62,1993,8780.0
1226,2:26:20,Mizuki NOGUCHI,1978-07-03,JPN,1,"Olympic Stadium, Athina (GRE)",2004-08-22,26,42,2004,8780.0
1227,2:26:20,Misikir DEMISSE,1986-07-23,ETH,2,"Los Angeles, CA (USA)",2010-03-21,23,34,2010,8780.0
1228,2:26:20,Desiree DAVILA,1983-07-26,USA,2,"Chicago, IL (USA)",2010-10-10,27,37,2010,8780.0
1229,2:26:20,Mestawat TUFA,1983-09-14,ETH,6,Nagoya (JPN),2013-03-10,29,37,2013,8780.0
1230,2:26:20,Meseret Hailu DEBELE,1990-09-12,ETH,4,Dubai (UAE),2014-01-24,23,30,2014,8780.0
1231,2:26:20,Marta MEGRA,1990-12-30,ETH,5,Paris (FRA),2015-04-12,24,29,2015,8780.0
1232,2:26:20,Margaret AGAI,1988-06-10,KEN,2,Shanghai (CHN),2016-10-30,28,32,2016,8780.0
1233,2:26:20,Sara HALL,1983-04-15,USA,3,Ottawa (CAN),2018-05-27,35,37,2018,8780.0
1234,2:26:21,Katrin DÖRRE-HEINIG,1961-10-06,GDR,3,"Olympic Stadium, Jamsil, Seoul (KOR)",1988-09-23,26,59,1988,8781.0
1235,2:26:21,Yukiko OKAMOTO,1974-11-29,JPN,3,Nagoya (JPN),2001-03-11,26,46,2001,8781.0
1236,2:26:21,Sonja OBEREM-KROLIK,1973-02-24,GER,1,Hamburg (GER),2002-04-21,29,47,2002,8781.0
1237,2:26:21,Joyce CHEPCHUMBA,1970-11-06,KEN,4,"Chicago, IL (USA)",2004-10-10,33,50,2004,8781.0
1238,2:26:21,Sabrina MOCKENHAUPT,1980-12-06,GER,4,Berlin (GER),2010-09-26,29,40,2010,8781.0
1239,2:26:21,Goitetom Haftu TESEMA,1987-01-01,ETH,2,Roma (ITA),2011-03-20,24,33,2011,8781.0
1240,2:26:21,Fate TOLA,1987-10-22,ETH,1,Wien (AUT),2011-04-17,23,33,2011,8781.0
1241,2:26:21,Yebrgual MELESE,1990-04-18,ETH,2,Paris (FRA),2014-04-06,23,30,2014,8781.0
1242,2:26:21,Ellie PASHLEY,1988-12-10,AUS,14,Nagoya (JPN),2019-03-10,30,32,2019,8781.0
1243,2:26:21,Nancy Jepkosgei KIPROP,1979-07-07,KEN,4,"New York, NY (USA)",2019-11-03,40,41,2019,8781.0
1244,2:26:22,Yingjie SUN,1979-01-19,CHN,1,Dalian (CHN),1998-10-25,19,41,1998,8782.0
1245,2:26:22,Adriana FERNÁNDEZ MIRANDA,1971-04-04,MEX,9,London (GBR),2001-04-22,30,49,2001,8782.0
1246,2:26:22,Grażyna SYREK,1972-01-09,POL,5,"Chicago, IL (USA)",2003-10-12,31,48,2003,8782.0
1247,2:26:22,Workenesh TOLA,1977-06-06,ETH,2,Seoul (KOR),2004-03-14,26,43,2004,8782.0
1248,2:26:22,Sabrina MOCKENHAUPT,1980-12-06,GER,1,Frankfurt (GER),2008-10-26,27,40,2008,8782.0
1249,2:26:22,Agnes KIPROP,1980-01-14,KEN,1,Torino (ITA),2009-04-19,29,40,2009,8782.0
1250,2:26:22,Catherine NDEREBA,1972-07-21,KEN,6,London (GBR),2009-04-26,36,48,2009,8782.0
1251,2:26:22,Magdalena LEWY-BOULET,1973-08-01,USA,2,Rotterdam (NED),2010-04-11,36,47,2010,8782.0
1252,2:26:22,Bruktayit ESHETU,1990-09-29,ETH,4,"Houston, TX (USA)",2014-01-19,23,30,2014,8782.0
1253,2:26:22,Gutemi Shone IMANA,1991-11-17,ETH,1,Seoul (KOR),2015-03-15,23,29,2015,8782.0
1254,2:26:22,Rael Nguriatukei KINYARA,1984-04-04,KEN,1,Chongqing (CHN),2017-03-19,32,36,2017,8782.0
1255,2:26:22,Volha MAZURONAK,1989-04-14,BLR,1,"Olympiastadion, Berlin (GER)",2018-08-12,29,31,2018,8782.0
1256,2:26:22,Shalane FLANAGAN,1981-07-08,USA,3,"New York, NY (USA)",2018-11-04,37,39,2018,8782.0
1257,2:26:23,Madina BIKTAGIROVA,1964-09-20,BLR,1,"Los Angeles, CA (USA)",1992-03-01,27,56,1992,8783.0
1258,2:26:23,Bong-Sil HAM,1974-07-24,PRK,1,Pyongyang (PRK),2002-04-07,27,46,2002,8783.0
1259,2:26:23,Hilde KIBET,1981-03-27,NED,6,Frankfurt (GER),2010-10-31,29,39,2010,8783.0
1260,2:26:23,Yoko MIYAUCHI,1983-06-19,JPN,9,Nagoya (JPN),2012-03-11,28,37,2012,8783.0
1261,2:26:23,Rael Nguriatukei KINYARA,1984-04-04,KEN,1,Shanghai (CHN),2015-11-08,31,36,2015,8783.0
1262,2:26:23,Sinead DIVER,1977-02-17,AUS,5,"New York, NY (USA)",2019-11-03,42,43,2019,8783.0
1263,2:26:24,Silviya SKVORTSOVA,1974-11-16,RUS,2,Berlin (GER),2009-09-20,34,46,2009,8784.0
1264,2:26:24,Tetyana FILONYUK,1984-04-05,UKR,4,Roma (ITA),2010-03-21,25,36,2010,8784.0
1265,2:26:24,Melkam GIZAW,1990-09-17,ETH,1,Düsseldorf (GER),2013-04-28,22,30,2013,8784.0
1266,2:26:24,Joan Chelimo MELLY,1990-11-10,KEN,8,Tokyo (JPN),2019-03-03,28,30,2019,8784.0
1267,2:26:24,Shasho INSERMU,1993-09-16,ETH,1,Madrid (ESP),2019-04-27,25,27,2019,8784.0
1268,2:26:24,Bornes CHEPKIRUI,1986-11-23,KEN,6,Osaka (JPN),2020-01-26,33,34,2020,8784.0
1269,2:26:25,Rose CHERUIYOT,1976-07-21,KEN,4,Berlin (GER),2008-09-28,32,44,2008,8785.0
1270,2:26:25,Kayoko FUKUSHI,1982-03-25,JPN,6,Berlin (GER),2014-09-28,32,38,2014,8785.0
1271,2:26:25,Fatuma SADO,1991-10-11,ETH,1,Warszawa (POL),2015-04-26,23,29,2015,8785.0
1272,2:26:25,Florence KIPLAGAT,1987-02-27,KEN,9,London (GBR),2017-04-23,30,33,2017,8785.0
1273,2:26:26,Julie BROWN,1955-02-04,USA,1,"Los Angeles, CA (USA)",1983-06-05,28,65,1983,8786.0
1274,2:26:26,Yumi KOKAMO,1971-12-26,JPN,1,Osaka (JPN),1992-01-26,20,48,1992,8786.0
1275,2:26:26,Junko ASARI,1969-09-22,JPN,1,Osaka (JPN),1993-01-31,23,51,1993,8786.0
1276,2:26:26,Mitsuyo YOSHIDA,1966-10-29,JPN,4,Osaka (JPN),1994-01-30,27,54,1994,8786.0
1277,2:26:26,Catherina MCKIERNAN,1969-11-30,IRL,1,London (GBR),1998-04-26,28,51,1998,8786.0
1278,2:26:26,Valentina YEGOROVA,1964-02-16,RUS,2,Nagano (JPN),2000-04-09,36,56,2000,8786.0
1279,2:26:26,Marleen RENDERS,1968-12-24,BEL,2,Frankfurt (GER),2005-10-30,36,51,2005,8786.0
1280,2:26:26,Larisa ZYUZKO,1969-04-27,RUS,2,Roma (ITA),2006-03-26,36,51,2006,8786.0
1281,2:26:26,Meseret Hailu DEBELE,1990-09-12,ETH,2,Hamburg (GER),2016-04-17,25,30,2016,8786.0
1282,2:26:26,Caroline ROTICH,1984-05-13,KEN,5,Amsterdam (NED),2017-10-15,33,36,2017,8786.0
1283,2:26:27,Tomoe ABE,1971-08-13,JPN,2,Osaka (JPN),1993-01-31,21,49,1993,8787.0
1284,2:26:27,Hiromi SUZUKI,1968-12-06,JPN,2,Osaka (JPN),1996-01-28,27,52,1996,8787.0
1285,2:26:27,Helah Jelagat KIPROP,1985-04-07,KEN,3,Berlin (GER),2007-09-30,22,35,2007,8787.0
1286,2:26:27,Xue BAI,1988-12-13,CHN,1,Beijing (CHN),2008-10-19,19,32,2008,8787.0
1287,2:26:27,Mari OZAKI,1975-07-16,JPN,3,Osaka (JPN),2010-01-31,34,45,2010,8787.0
1288,2:26:27,Sechale DALASA,1991-09-20,ETH,5,Shanghai (CHN),2012-12-02,21,29,2012,8787.0
1289,2:26:27,Workenesh EDESA,1992-09-11,ETH,2,Xiamen (CHN),2017-01-02,24,28,2017,8787.0
1290,2:26:27,Kellyn TAYLOR,1986-07-22,USA,4,Praha (CZE),2019-05-05,32,34,2019,8787.0
1291,2:26:28,Xiaolin ZHU,1984-02-20,CHN,12,London (GBR),2011-04-17,27,36,2011,8788.0
1292,2:26:28,Reia IWADE,1994-12-08,JPN,4,Nagoya (JPN),2018-03-11,23,26,2018,8788.0
1293,2:26:28,Clemence CALVIN,1990-05-17,FRA,2,"Olympiastadion, Berlin (GER)",2018-08-12,28,30,2018,8788.0
1294,2:26:28,Workenesh EDESA,1992-09-11,ETH,2,Hengshui (CHN),2018-09-29,26,28,2018,8788.0
1295,2:26:28,Mesera HUSSEN,2000-04-04,ETH,2,Xiamen (CHN),2020-01-05,19,20,2020,8788.0
1296,2:26:29,Elfinesh ALEMU,1975-03-15,ETH,6,"Stade de France, Paris-St-Denis (FRA)",2003-08-31,28,45,2003,8789.0
1297,2:26:29,Lyudmila PETROVA,1968-10-07,RUS,5,London (GBR),2005-04-17,36,52,2005,8789.0
1298,2:26:29,Megumi TANAKA-OSHIMA,1975-09-04,JPN,10,"Olympic Stadium, Helsinki (FIN)",2005-08-14,29,45,2005,8789.0
1299,2:26:29,Tomo MORIMOTO,1983-12-27,JPN,7,London (GBR),2009-04-26,25,36,2009,8789.0
1300,2:26:29,Yukiko AKABA,1979-10-18,JPN,1,Osaka (JPN),2011-01-30,31,41,2011,8789.0
1301,2:26:29,Tadelech BEKELE ALEMU,1991-04-11,ETH,2,Toronto (CAN),2016-10-16,25,29,2016,8789.0
1302,2:26:29,Jane Jelagat SEUREY,1986-03-02,KEN,4,Rotterdam (NED),2017-04-09,31,34,2017,8789.0
1303,2:26:29,Aberu Mekuria ZENNEBE,1983-12-24,ETH,1,Osaka (JPN),2019-12-01,35,36,2019,8789.0
1304,2:26:30,Salina Jebet KOSGEI,1976-11-16,KEN,4,London (GBR),2008-04-13,31,44,2008,8790.0
1305,2:26:30,Natalya YULAMANOVA,1980-09-06,RUS,1,Rotterdam (NED),2009-04-05,28,40,2009,8790.0
1306,2:26:30,Dulce FÉLIX,1982-10-23,POR,2,Wien (AUT),2011-04-17,28,38,2011,8790.0
1307,2:26:30,Merima MOHAMMED,1992-06-10,ETH,2,Shanghai (CHN),2013-12-01,21,28,2013,8790.0
1308,2:26:30,Asami KATO,1990-10-12,JPN,1,Rotterdam (NED),2015-04-12,24,30,2015,8790.0
1309,2:26:30,Chemutai RIONOTUKEI,1986-09-04,KEN,2,Dongying (CHN),2017-05-07,30,34,2017,8790.0
1310,2:26:31,Wanda PANFIL,1959-01-26,POL,1,London (GBR),1990-04-22,31,61,1990,8791.0
1311,2:26:31,Irina MIKITENKO,1972-08-23,GER,1,"Chicago, IL (USA)",2009-10-11,37,48,2009,8791.0
1312,2:26:31,Karolina NADOLSKA,1981-09-06,POL,2,Osaka (JPN),2014-01-26,32,39,2014,8791.0
1313,2:26:31,Janet Jelagat RONO,1988-12-08,KEN,4,Praha (CZE),2015-05-03,26,32,2015,8791.0
1314,2:26:31,Angela TANUI,1992-07-27,KEN,5,Wien (AUT),2017-04-23,24,28,2017,8791.0
1315,2:26:31,Jessica TRENGOVE,1987-08-15,AUS,2,Gold Coast (AUS),2018-07-01,30,33,2018,8791.0
1316,2:26:31,Eva VRABCOVÁ NYVLTOVÁ,1986-02-06,CZE,3,"Olympiastadion, Berlin (GER)",2018-08-12,32,34,2018,8791.0
1317,2:26:32,Yasuko HASHIMOTO,1975-08-12,JPN,1,Berlin (GER),2003-09-28,28,45,2003,8792.0
1318,2:26:32,Catherine NDEREBA,1972-07-21,KEN,2,"Olympic Stadium, Athina (GRE)",2004-08-22,32,48,2004,8792.0
1319,2:26:32,Benita WILLIS-JOHNSON,1979-05-06,AUS,6,London (GBR),2005-04-17,25,41,2005,8792.0
1320,2:26:32,Weiwei SUN,1985-01-13,CHN,1,Xiamen (CHN),2006-03-25,21,35,2006,8792.0
1321,2:26:32,Ryoko KIZAKI,1985-06-21,JPN,1,Yokohama (JPN),2011-11-20,26,35,2011,8792.0
1322,2:26:32,Mi Gyong KIM,1991-10-17,PRK,1,Pyongyang (PRK),2013-04-14,21,29,2013,8792.0
1323,2:26:33,Lyubov MORGUNOVA,1971-01-14,RUS,8,London (GBR),2000-04-16,29,49,2000,8793.0
1324,2:26:33,Madina BIKTAGIROVA,1964-09-20,RUS,5,"Olympic Stadium, Sydney (AUS)",2000-09-24,36,56,2000,8793.0
1325,2:26:33,Maura VICECONTE,1967-10-03,ITA,1,Praha (CZE),2001-05-20,33,53,2001,8793.0
1326,2:26:33,Yoko SHIBUI,1979-03-14,JPN,4,"Commonwealth Stadium, Edmonton (CAN)",2001-08-12,22,41,2001,8793.0
1327,2:26:33,Derartu TULU,1972-03-21,ETH,10,London (GBR),2003-04-13,31,48,2003,8793.0
1328,2:26:33,Joyce CHEPCHUMBA,1970-11-06,KEN,7,"Stade de France, Paris-St-Denis (FRA)",2003-08-31,32,50,2003,8793.0
1329,2:26:33,Mamitu DASKA,1983-10-16,ETH,1,"Houston, TX (USA)",2011-01-30,27,37,2011,8793.0
1330,2:26:33,Alemitu Abera BEGNA,1986-01-01,ETH,3,Daegu (KOR),2011-04-10,25,34,2011,8793.0
1331,2:26:33,Valeria STRANEO,1976-04-05,ITA,8,Berlin (GER),2011-09-25,35,44,2011,8793.0
1332,2:26:33,Keiko NOGAMI,1985-12-06,JPN,5,Nagoya (JPN),2018-03-11,32,35,2018,8793.0
1333,2:26:33,Molly HUDDLE,1984-08-31,USA,12,London (GBR),2019-04-28,34,36,2019,8793.0
1334,2:26:34,Carla BEURSKENS,1952-02-10,NED,2,Tokyo (JPN),1987-11-15,35,68,1987,8794.0
1335,2:26:34,Yanan WEI,1981-12-06,CHN,1,Beijing (CHN),2000-10-15,18,39,2000,8794.0
1336,2:26:34,Bruna GENOVESE,1976-09-24,ITA,1,Tokyo (JPN),2004-11-21,28,44,2004,8794.0
1337,2:26:34,Ashu KASIM,1984-10-20,ETH,3,Shanghai (CHN),2013-12-01,29,36,2013,8794.0
1338,2:26:34,Mestawat TUFA,1983-09-14,ETH,7,Dubai (UAE),2016-01-22,32,37,2016,8794.0
1339,2:26:34,Tigist GIRMA,1993-01-01,ETH,1,Ottawa (CAN),2019-05-26,26,27,2019,8794.0
1340,2:26:34,Ai HOSODA,1993-11-27,JPN,8,Nagoya (JPN),2020-03-08,26,27,2020,8794.0
1341,2:26:35,Colleen DE REUCK,1964-04-13,RSA,1,Berlin (GER),1996-09-29,32,56,1996,8795.0
1342,2:26:35,Xiaolin ZHU,1984-02-20,CHN,2,Guangzhou (CHN),2010-11-27,26,36,2010,8795.0
1343,2:26:35,Haruka YAMAGUCHI,1987-07-07,JPN,7,Osaka (JPN),2020-01-26,32,33,2020,8795.0
1344,2:26:36,Yanfang WANG,1971-07-10,CHN,7,Tianjin (CHN),1993-04-04,21,49,1993,8796.0
1345,2:26:36,Yingjie SUN,1979-01-19,CHN,2,Beijing (CHN),2000-10-15,21,41,2000,8796.0
1346,2:26:36,Alice CHELANGAT,1976-12-27,KEN,1,Milano (ITA),2001-12-02,24,43,2001,8796.0
1347,2:26:36,Hilde KIBET,1981-03-27,NED,5,Eindhoven (NED),2011-10-09,30,39,2011,8796.0
1348,2:26:36,Meseret LEGESE,1987-08-26,ETH,2,Xiamen (CHN),2014-01-02,26,33,2014,8796.0
1349,2:26:36,Bethelhem MOGES,1991-05-03,ETH,8,Nagoya (JPN),2016-03-13,24,29,2016,8796.0
