Rank,Mark,Competitor,DOB,Nat,Pos,Venue,Date,Age at race,Current age
1308,2:08:19,Henry Kemo SUGUT,1985-05-04,KEN,1,Wien (AUT),2013-04-14,27,35
1309,2:08:19,Emmanuel MUTAI,1984-10-12,KEN,7,London (GBR),2014-04-13,29,36
1310,2:08:19,Limenih GETACHEW,1990-04-30,ETH,1,Ljubljana (SLO),2015-10-25,25,30
1311,2:08:19,Sammy Kigen KORIR,1985-09-29,KEN,11,Amsterdam (NED),2016-10-16,31,35
1312,2:08:19,Wilson Kwambai CHEBET,1985-07-12,KEN,12,Amsterdam (NED),2016-10-16,31,35
1313,2:08:19,Tariku KINFU,1996-01-01,ETH,2,Seoul (KOR),2018-11-04,22,24
1314,2:08:19,Zane ROBERTSON,1989-11-14,NZL,3,Gold Coast (AUS),2019-07-07,29,31
1315,2:08:20,Lahoussine MRIKIK,1972-06-07,MAR,1,Wien (AUT),2006-05-07,33,48
1316,2:08:20,Viktor RÖTHLIN,1974-10-14,SUI,1,Zürich (SUI),2007-04-01,32,46
1317,2:08:20,Abderrahim BOURAMDANE,1978-01-01,MAR,2,Seoul (KOR),2007-11-04,29,42
1318,2:08:20,Samuel Muturi MUGO,1986-05-02,KEN,1,Beijing (CHN),2009-10-18,23,34
1319,2:08:20,Daniel YEGO,1979-08-28,KEN,6,Amsterdam (NED),2009-10-18,30,41
1320,2:08:20,Feyisa LILESA,1990-02-01,ETH,9,London (GBR),2012-04-22,22,30
1321,2:08:20,Tebalu ZAWUDE HEYI,1987-11-02,ETH,2,Marrakesh (MAR),2014-01-26,26,33
1322,2:08:20,Ishimael BUSHENDICH,1991-07-07,KEN,2,Milano (ITA),2016-04-03,24,29
1323,2:08:20,Eliud KIPTANUI,1989-06-06,KEN,5,Paris (FRA),2018-04-08,28,31
1324,2:08:20,Tesfamriam Samuel TSEGAY,1988-02-24,ERI,11,Valencia (ESP),2018-12-02,30,32
1325,2:08:20,Birhanu TESHOME,1996-01-01,ETH,8,Dubai (UAE),2019-01-25,23,24
1326,2:08:20,Othmane EL GOUMRI,1992-05-28,MAR,2,Rabat (MAR),2019-04-21,26,28
1327,2:08:20,Ayele ABSHERO,1990-12-28,ETH,2,Mumbai (IND),2020-01-19,29,29
1328,2:08:21,Takeyuki NAKAYAMA,1959-12-20,JPN,1,Seoul (KOR),1986-10-05,26,60
1329,2:08:21,David RUTO,1980-01-01,KEN,5,Paris (FRA),2003-04-06,23,40
1330,2:08:21,Hailu NEGUSSIE,1978-04-16,ETH,5,Fukuoka (JPN),2003-12-07,25,42
1331,2:08:21,Joshua CHELANGA,1973-04-07,KEN,1,Rotterdam (NED),2007-04-15,34,47
1332,2:08:21,Kamiel MAASE,1971-10-20,NED,9,Amsterdam (NED),2007-10-21,36,49
1333,2:08:21,Gilbert Kipruto KIRWA,1985-12-20,KEN,1,Wien (AUT),2009-04-19,23,34
1334,2:08:21,William Chebon CHEBOR,1982-12-22,KEN,2,Torino (ITA),2011-11-13,28,37
1335,2:08:21,Dickson CHUMBA,1986-10-27,KEN,2,Xiamen (CHN),2012-01-07,25,34
1336,2:08:21,Francis Kipkoech BOWEN,1973-10-12,KEN,5,Eindhoven (NED),2012-10-14,39,47
1337,2:08:21,Mo FARAH,1983-03-23,GBR,8,London (GBR),2014-04-13,31,37
1338,2:08:21,Samuel NDUNGU,1988-04-04,KEN,1,Lisboa (POR),2014-10-05,26,32
1339,2:08:21,Stephen CHEMLANY,1982-08-09,KEN,2,Daegu (KOR),2015-04-05,32,38
1340,2:08:21,Kennedy CHEBOROR,1990-04-26,KEN,1,Gyeongju (KOR),2019-10-20,29,30
1341,2:08:21,Naoya SAKUDA,1994-12-17,JPN,5,Fukuoka (JPN),2020-12-06,25,25
1342,2:08:22,Kenneth CHERUIYOT,1974-02-08,KEN,1,Rotterdam (NED),2000-04-16,26,46
1343,2:08:22,Elias Kiptum MAINDI,1980-06-06,KEN,1,Kisumu (KEN),2007-12-01,27,40
1344,2:08:22,Nixon Machichim KIPKOECH,1983-01-01,KEN,4,Toronto (CAN),2010-09-26,27,37
1345,2:08:22,Henry Kemo SUGUT,1985-05-04,KEN,7,Paris (FRA),2011-04-10,25,35
1346,2:08:22,Yared ASMEROM,1980-02-04,ERI,7,London (GBR),2013-04-21,33,40
1347,2:08:22,Patrick Makau MUSYOKI,1985-03-02,KEN,1,Fukuoka (JPN),2014-12-07,29,35
1348,2:08:22,Hiroto INOUE,1993-01-06,JPN,8,Tokyo (JPN),2017-02-26,24,27
1349,2:08:22,Dickson TUWEI,1992-10-31,KEN,1,Sevilla (ESP),2018-02-25,25,28
1350,2:08:22,Emmanuel Oliaulo NGATUNY,1992-10-10,KEN,1,La Rochelle (FRA),2019-11-24,27,28
1351,2:08:22,Daniel MATEO,1989-08-31,ESP,18,Valencia (ESP),2020-12-06,31,31
1352,2:08:23,Joseph CHEBET,1970-08-23,KEN,1,Torino (ITA),1997-05-11,26,50
1353,2:08:23,Fred KIPROP,1974-06-03,KEN,5,"Chicago, IL (USA)",2000-10-22,26,46
1354,2:08:23,Mubarak Hassan SHAMI,1980-12-02,QAT,1,Otsu (JPN),2008-03-02,27,40
1355,2:08:23,Paul Kiprop KIRUI,1980-02-05,KEN,2,Roma (ITA),2009-03-22,29,40
1356,2:08:23,Hillary KIPCHUMBA,1985-01-01,KEN,4,Gongju (KOR),2016-10-16,31,35
1357,2:08:23,Laban MUTAI,1988-01-15,KEN,2,Sevilla (ESP),2018-02-25,30,32
1358,2:08:24,Sammy Kipchoge KORIR,1971-12-12,KEN,1,Amsterdam (NED),1997-11-02,25,48
1359,2:08:24,Ryan HALL,1982-10-14,USA,7,London (GBR),2007-04-22,24,38
1360,2:08:24,Stephen KIOGORA,1974-11-10,KEN,3,Frankfurt (GER),2008-10-26,33,46
1361,2:08:24,Wesley KORIR,1982-11-15,KEN,1,"Los Angeles, CA (USA)",2009-05-25,26,38
1362,2:08:24,Daniel CHEPYEGUN,1986-01-06,UGA,5,Frankfurt (GER),2010-10-31,24,34
1363,2:08:24,Jaouad GHARIB,1972-05-22,MAR,1,Fukuoka (JPN),2010-12-05,38,48
1364,2:08:24,Hiroyuki HORIBATA,1986-10-28,JPN,2,Fukuoka (JPN),2012-12-02,26,34
1365,2:08:24,Kaan Kigen ÖZBILEN,1986-01-15,KEN,8,Dubai (UAE),2013-01-25,27,34
1366,2:08:24,Geoffrey MUTAI,1981-10-07,KEN,1,"New York, NY (USA)",2013-11-03,32,39
1367,2:08:24,Edwin KOECH,1992-03-25,KEN,3,Milano (ITA),2019-04-07,27,28
1368,2:08:25,Martin FIZ,1963-03-03,ESP,1,Kyongju (KOR),1996-03-24,33,57
1369,2:08:25,Paul KIPSAMBU,1962-02-18,KEN,2,Paris (FRA),1999-04-04,37,58
1370,2:08:25,Jimmy Mwangangi MUINDI,1973-08-14,KEN,5,Berlin (GER),2002-09-29,29,47
1371,2:08:25,Abderrahim GOUMRI,1976-05-21,MAR,6,London (GBR),2009-04-26,32,44
1372,2:08:25,Wegayehu Girma TEFERA,1988-09-28,ETH,3,Seoul (KOR),2010-11-07,22,32
1373,2:08:25,Daniel Kirwa TOO,1976-11-21,KEN,1,Ljubljana (SLO),2011-10-23,34,44
1374,2:08:25,Ishimael BUSHENDICH,1991-07-07,KEN,1,Ljubljana (SLO),2014-10-26,23,29
1375,2:08:25,Chele DECHASA,1984-06-13,ETH,4,Amsterdam (NED),2015-10-18,31,36
1376,2:08:25,Solomon MUTAI,1992-10-22,UGA,3,Wien (AUT),2019-04-07,26,28
1377,2:08:25,Chele DECHASA,1984-06-13,ETH,3,Rabat (MAR),2019-04-21,34,36
1378,2:08:25,Deme Tadu ABATE,1997-09-11,ETH,1,Hamburg (GER),2019-04-28,21,23
1379,2:08:26,Djama ROBLEH,1958-01-01,DJI,3,Hiroshima (JPN),1985-04-14,27,62
1380,2:08:26,Bong-ju LEE,1970-10-11,KOR,2,Kyongju (KOR),1996-03-24,25,50
1381,2:08:26,Tessema ABSHERO,1986-12-09,ETH,4,Hamburg (GER),2008-04-27,21,34
1382,2:08:26,Jaouad GHARIB,1972-05-22,MAR,6,London (GBR),2011-04-17,38,48
1383,2:08:26,Jaouad GHARIB,1972-05-22,MAR,5,"New York, NY (USA)",2011-11-06,39,48
1384,2:08:26,Feyisa LILESA,1990-02-01,ETH,9,London (GBR),2014-04-13,24,30
1385,2:08:26,Gilbert CHEPKWONY,1985-01-01,KEN,1,Košice (SVK),2014-10-05,29,35
1386,2:08:26,Philemon RONO,1991-02-08,KEN,1,Toronto (CAN),2016-10-16,25,29
1387,2:08:26,Kipkemoi KIPSANG,1990-10-10,KEN,3,Sevilla (ESP),2017-02-19,26,30
1388,2:08:26,Joseph APERUMOI,1990-01-12,KEN,10,Amsterdam (NED),2017-10-15,27,30
1389,2:08:26,Jake ROBERTSON,1989-11-14,NZL,3,Otsu (JPN),2018-03-04,28,31
1390,2:08:26,Silas TOO,1988-01-13,KEN,2,Barcelona (ESP),2018-03-11,30,32
1391,2:08:26,Kennedy CHEBOROR,1990-04-26,KEN,1,Gyeongju (KOR),2018-10-21,28,30
1392,2:08:26,Ayele ABSHERO,1990-12-28,ETH,2,Hamburg (GER),2019-04-28,28,29
1393,2:08:26,Yohanes GHEBREGERGIS,1989-01-01,ERI,6,Berlin (GER),2019-09-29,30,31
1394,2:08:26,Birhanu TESHOME,1996-01-01,ETH,3,Mumbai (IND),2020-01-19,24,24
1395,2:08:27,Toshihiko SEKO,1956-07-15,JPN,1,"Chicago, IL (USA)",1986-10-26,30,64
1396,2:08:27,Sammy Kipchoge KORIR,1971-12-12,KEN,1,Torino (ITA),1999-05-02,27,48
1397,2:08:27,Josphat KIPRONO,1973-12-12,KEN,1,Roma (ITA),2000-01-01,26,46
1398,2:08:27,Jimmy Mwangangi MUINDI,1973-08-14,KEN,4,"Chicago, IL (USA)",2004-10-10,31,47
1399,2:08:27,William KIPLAGAT,1972-06-21,KEN,1,Seoul (KOR),2005-11-06,33,48
1400,2:08:27,Zembaba YIGEZE,1983-09-26,ETH,2,"Houston, TX (USA)",2010-01-17,26,37
1401,2:08:27,Seboka Dibaba TOLA,1987-11-10,ETH,1,Düsseldorf (GER),2012-04-29,24,33
1402,2:08:27,Abel KIRUI,1982-06-04,KEN,2,"Olympic Stadium, London (GBR)",2012-08-12,30,38
1403,2:08:27,Beraki BEYENE ZEREA,1980-02-06,ERI,2,Hengshui (CHN),2014-09-20,34,40
1404,2:08:27,Hayle LEMI,1994-09-13,ETH,1,Xiamen (CHN),2017-01-02,22,26
1405,2:08:27,Geoffrey KIRUI,1993-02-16,KEN,1,"Olympic Stadium, London (GBR)",2017-08-06,24,27
1406,2:08:27,Fikadu KEBEDE,1986-09-20,ETH,9,Dubai (UAE),2019-01-25,32,34
1407,2:08:27,Alphonce Felix SIMBU,1992-02-14,TAN,6,Otsu (JPN),2019-03-10,27,28
1408,2:08:27,Boniface MBUVI MUEMA,1986-12-20,KEN,3,Chuncheon (KOR),2019-10-27,32,33
1409,2:08:27,Emmanuel NAIBEI,1980-01-01,KEN,2,Guangzhou (CHN),2019-12-08,39,40
1410,2:08:28,Koji SHIMIZU,1969-10-17,JPN,4,Otsu (JPN),2003-03-02,33,51
1411,2:08:28,Yonas KIFLE,1977-11-05,ERI,7,London (GBR),2009-04-26,31,43
1412,2:08:28,Gidena GEBREMEDHIN,1982-01-01,ETH,5,See Genezareth (ISR),2012-01-12,30,38
1413,2:08:28,Nicholas Manza KAMAKYA,1985-03-02,KEN,4,Berlin (GER),2012-09-30,27,35
1414,2:08:28,Habtamu ASEFA,1985-03-29,ETH,9,Dubai (UAE),2013-01-25,27,35
1415,2:08:28,Alfred KERING,1978-11-20,KEN,2,Wien (AUT),2014-04-13,35,42
1416,2:08:28,Richard SIGEI,1985-04-11,KEN,5,Warszawa (POL),2015-04-26,30,35
1417,2:08:28,Alfers LAGAT,1986-08-07,KEN,6,Paris (FRA),2016-04-03,29,34
1418,2:08:28,Guojian DONG,1987-03-16,CHN,7,Berlin (GER),2019-09-29,32,33
1419,2:08:28,Shumi DECHASA,1989-05-28,BRN,1,"Five Rings Sports Center, Wuhan (CHN)",2019-10-27,30,31
1420,2:08:29,Belayneh DINSAMO,1965-06-28,ETH,2,Tokyo (JPN),1986-02-09,20,55
1421,2:08:29,Wilfred Kibet KIGEN,1975-02-23,KEN,1,Frankfurt (GER),2005-10-30,30,45
1422,2:08:29,Dmytri BARANOVSKIY,1979-07-28,UKR,1,Fukuoka (JPN),2005-12-04,26,41
1423,2:08:29,Paul Kiprop KIRUI,1980-02-05,KEN,2,Seoul (KOR),2007-03-18,27,40
1424,2:08:29,Daniel KIPRUGUT,1978-04-25,KEN,5,Paris (FRA),2010-04-11,31,42
1425,2:08:29,John KIPROTICH,1989-03-30,KEN,1,Wien (AUT),2011-04-17,22,31
1426,2:08:29,Nixson KURGAT,1988-05-02,KEN,1,Chuncheon (KOR),2013-10-27,25,32
1427,2:08:29,Elija KEMBOI,1984-09-10,KEN,6,Warszawa (POL),2015-04-26,30,36
1428,2:08:29,Asbel KIPSANG,1993-09-10,KEN,6,Paris (FRA),2017-04-09,23,27
1429,2:08:30,Dionicio CERON,1965-10-09,MEX,1,London (GBR),1995-04-02,29,55
1430,2:08:30,Gert THYS,1971-11-12,RSA,1,Beppu (JPN),1996-02-04,24,49
1431,2:08:30,Francisco Javier CORTÉS,1971-10-26,ESP,2,Rotterdam (NED),2000-04-16,28,49
1432,2:08:30,Jason MBOTE,1977-01-05,KEN,2,Frankfurt (GER),2005-10-30,28,43
1433,2:08:30,Francis KIPROP,1984-12-25,KEN,4,Seoul (KOR),2008-03-16,23,35
1434,2:08:30,Dejene YIRDAWE,1978-08-21,ETH,2,Seoul (KOR),2009-03-14,30,42
1435,2:08:30,Young-joon JI,1981-10-15,KOR,1,Daegu (KOR),2009-04-12,27,39
1436,2:08:30,Solomon KIPTOO,1989-01-01,KEN,6,Eindhoven (NED),2012-10-14,23,31
1437,2:08:30,Stephen CHEMLANY,1982-08-09,KEN,3,Roma (ITA),2013-03-17,30,38
1438,2:08:30,David KEMBOI,1974-11-23,KEN,2,Chuncheon (KOR),2013-10-27,38,46
1439,2:08:30,Bernard Kiprop KOECH,1988-01-31,KEN,5,"Chicago, IL (USA)",2014-10-12,26,32
1440,2:08:30,Bazu WORKU HAYLA,1990-09-15,ETH,1,"Houston, TX (USA)",2018-01-14,27,30
1441,2:08:30,Felix Kipchirchir KANDIE,1987-04-10,KEN,3,Toronto (CAN),2018-10-21,31,33
1442,2:08:30,Tamirat TOLA,1991-08-11,ETH,4,"New York, NY (USA)",2018-11-04,27,29
1443,2:08:30,Yuya YOSHIDA,1997-04-23,JPN,3,Oita (JPN),2020-02-02,22,23
1444,2:08:31,António PINTO,1966-03-22,POR,1,Berlin (GER),1994-09-25,28,54
1445,2:08:31,Vanderlei Cordeiro DA LIMA,1969-08-11,BRA,2,Tokyo (JPN),1998-02-08,28,51
1446,2:08:31,Samson KANDIE,1971-04-20,KEN,3,Berlin (GER),1999-09-26,28,49
1447,2:08:31,Jaouad GHARIB,1972-05-22,MAR,1,"Stade de France, Paris-St-Denis (FRA)",2003-08-30,31,48
1448,2:08:31,Kamiel MAASE,1971-10-20,NED,6,Amsterdam (NED),2003-10-19,31,49
1449,2:08:31,Chele DECHASA,1984-06-13,ETH,2,Amsterdam (NED),2008-10-19,24,36
1450,2:08:31,Siraj Amda GENA,1984-11-12,ETH,8,Frankfurt (GER),2011-10-30,26,36
1451,2:08:31,Francis Kibiwott LARABAL,1978-09-15,KEN,3,See Genezareth (ISR),2013-01-10,34,42
1452,2:08:31,Adugna TAKELE,1989-02-26,ETH,8,Frankfurt (GER),2014-10-26,25,31
1453,2:08:31,Getu FELEKE,1986-11-28,ETH,2,Fukuoka (JPN),2015-12-06,29,34
1454,2:08:31,Solomon Kirwa YEGO,1987-05-10,KEN,3,Praha (CZE),2016-05-08,28,33
1455,2:08:31,John Nzau MWANGANGI,1990-01-11,KEN,4,Valencia (ESP),2016-11-20,26,30
1456,2:08:31,Martin KIPRUGUT KOSGEY,1989-03-21,KEN,6,Paris (FRA),2018-04-08,29,31
1457,2:08:31,Stephen MOKOKA,1985-01-31,RSA,1,Cape Town (RSA),2018-09-23,33,35
1458,2:08:31,Yitayal Atnafu ZERIHUN,1993-01-20,ETH,7,Paris (FRA),2019-04-14,26,27
1459,2:08:31,Stephen KIPROTICH,1989-02-27,UGA,3,Hamburg (GER),2019-04-28,30,31
1460,2:08:32,Gidamis SHAHANGA,1957-09-04,TAN,2,Berlin (GER),1990-09-30,33,63
1461,2:08:32,Hendrick RAMAALA,1972-02-02,RSA,3,London (GBR),2005-04-17,33,48
1462,2:08:32,Kenneth Mburu MUNGARA,1973-09-07,KEN,1,Toronto (CAN),2009-09-27,36,47
1463,2:08:32,Mulugeta WAMI,1982-07-17,ETH,6,Paris (FRA),2010-04-11,27,38
1464,2:08:32,Yaroslav MUSHINSKI,1976-08-08,MDA,1,Düsseldorf (GER),2010-05-02,33,44
1465,2:08:32,Viktor RÖTHLIN,1974-10-14,SUI,5,Tokyo (JPN),2012-02-26,37,46
1466,2:08:32,William KIBOR,1985-01-10,KEN,5,Wien (AUT),2012-04-15,27,35
1467,2:08:32,Lusapho APRIL,1982-05-24,RSA,1,Hannover (GER),2013-05-05,30,38
1468,2:08:32,Endeshaw NEGESSE,1988-03-13,ETH,2,Düsseldorf (GER),2014-04-27,26,32
1469,2:08:32,Serhiy LEBID,1975-07-15,UKR,4,Seoul (KOR),2014-11-09,39,45
1470,2:08:32,Felix Kipchirchir KANDIE,1987-04-10,KEN,1,Praha (CZE),2015-05-03,28,33
1471,2:08:32,Bernard Kiprop KOECH,1988-01-31,KEN,9,Valencia (ESP),2017-11-19,29,32
1472,2:08:32,Andrew Ben KIMTAI,1989-08-12,KEN,3,Sevilla (ESP),2018-02-25,28,31
1473,2:08:32,Abdi Ibrahim ABDO,1997-04-24,BRN,2,Roma (ITA),2018-04-08,20,23
1474,2:08:32,Abdela GODANA,1992-09-11,ETH,3,Seoul (KOR),2018-11-04,26,28
1475,2:08:32,Sammy Kigen KORIR,1985-09-29,KEN,1,Casablanca (MAR),2019-10-06,34,35
1476,2:08:33,Charles SPEDDING,1952-05-09,GBR,2,London (GBR),1985-04-21,32,68
1477,2:08:33,Abebe MEKONNEN,1964-01-09,ETH,1,Tokyo (JPN),1988-02-14,24,56
1478,2:08:33,Manuel MATIAS,1962-03-30,POR,1,Kyongju (KOR),1994-03-20,31,58
1479,2:08:33,Steve MONEGHETTI,1962-09-26,AUS,2,London (GBR),1995-04-02,32,58
1480,2:08:33,Danilo GOFFI,1972-12-03,ITA,3,Rotterdam (NED),1998-04-19,25,48
1481,2:08:33,Julio REY,1972-01-13,ESP,4,London (GBR),1998-04-26,26,48
1482,2:08:33,Philip TARUS,1974-09-11,KEN,1,"San Diego, CA (USA)",1999-05-23,24,46
1483,2:08:33,Simretu ALEMAYEHU,1970-10-18,ETH,1,Torino (ITA),2000-03-26,29,50
1484,2:08:33,Wilson ONSARE,1976-06-15,KEN,3,Otsu (JPN),2004-03-07,27,44
1485,2:08:33,Benson Kipchumba BARUS,1980-07-04,KEN,2,Milano (ITA),2006-10-08,26,40
1486,2:08:33,Charles Kibiwott SERONEI,1974-08-08,KEN,5,Seoul (KOR),2008-03-16,33,46
1487,2:08:33,Duncan KIBET,1978-04-25,KEN,2,Wien (AUT),2008-04-27,30,42
1488,2:08:33,Gilbert CHEPKWONY,1985-01-01,KEN,1,Košice (SVK),2010-10-03,25,35
1489,2:08:33,Stephen MOKOKA,1985-01-31,RSA,4,Seoul (KOR),2010-11-07,25,35
1490,2:08:33,Duncan Cheruiyot KOECH,1981-12-28,KEN,2,Düsseldorf (GER),2012-04-29,30,38
1491,2:08:33,Peter Kimeli SOME,1990-06-05,KEN,4,Frankfurt (GER),2012-10-28,22,30
1492,2:08:33,Abraham KIPROTICH,1983-08-17,FRA,1,Daegu (KOR),2013-04-14,29,37
1493,2:08:33,Cosmas LAGAT,1990-12-12,KEN,1,Sevilla (ESP),2014-02-23,23,29
1494,2:08:33,Levi Omari MATEBO,1989-11-03,KEN,7,Berlin (GER),2014-09-28,24,31
1495,2:08:33,Arne GABIUS,1981-03-22,GER,4,Frankfurt (GER),2015-10-25,34,39
1496,2:08:33,Marius KIMUTAI,1992-12-10,BRN,1,Ljubljana (SLO),2017-10-29,24,28
1497,2:08:33,El Mahjoub DAZZA,1991-03-03,MAR,5,Daegu (KOR),2018-04-01,27,29
1498,2:08:34,Derek CLAYTON,1942-11-17,AUS,1,Antwerpen (BEL),1969-05-30,26,78
1499,2:08:34,Wan-ki KIM,1968-07-08,KOR,2,Kyongju (KOR),1994-03-20,25,52
