Rank,Mark,Competitor,DOB,Nat,Pos,Venue,Date,Age at race,Current age,Year of the race,Temp,TimeSec
1074,2:08:01,Philip MANYIM,1978-03-24,KEN,4,Berlin (GER),2007-09-30,29,42,2007,13.7,7681.0
1075,2:08:01,Sammy Kipchoge KORIR,1971-12-12,KEN,3,Dubai (UAE),2008-01-18,36,49,2008,15.5,7681.0
1076,2:08:01,Benjamin KIPTOO,1979-01-10,KEN,4,Paris (FRA),2010-04-11,31,41,2010,9.2,7681.0
1077,2:08:01,Nicholas KEMBOI,1983-11-25,QAT,2,Valencia (ESP),2011-11-27,28,37,2011,11.6,7681.0
1078,2:08:01,Francis Kipkoech BOWEN,1973-10-12,KEN,3,Valencia (ESP),2011-11-27,38,47,2011,11.6,7681.0
1079,2:08:01,Julius NDERITU,1979-10-07,KEN,14,Dubai (UAE),2012-01-27,32,41,2012,17.7,7681.0
1080,2:08:01,Emmanuel MUTAI,1984-10-12,KEN,6,London (GBR),2012-04-22,27,36,2012,9.0,7681.0
1081,2:08:01,Stephen KIPROTICH,1989-02-27,UGA,1,"Olympic Stadium, London (GBR)",2012-08-12,23,31,2012,20.8,7681.0
1082,2:08:01,Tadesse TOLA,1987-10-31,ETH,4,Eindhoven (NED),2012-10-14,24,33,2012,7.6,7681.0
1083,2:08:01,Laban MUTAI,1988-01-15,KEN,4,Köln (GER),2012-10-14,24,32,2012,7.7,7681.0
1084,2:08:01,Stephen CHEBOGUT,1985-01-09,KEN,3,Hamburg (GER),2015-04-26,30,35,2015,10.6,7681.0
1085,2:08:01,Hamza SAHLI,1993-05-10,MAR,1,Oita (JPN),2020-02-02,26,27,2020,,7681.0
1086,2:08:02,Sammy Kipchoge KORIR,1971-12-12,KEN,3,Rotterdam (NED),1997-04-20,25,49,1997,4.7,7682.0
1087,2:08:02,Peter GITHUKA,1969-02-14,KEN,4,"Chicago, IL (USA)",2000-10-22,31,51,2000,15.6,7682.0
1088,2:08:02,Jackson KOECH,1978-12-26,KEN,2,Rotterdam (NED),2005-04-10,26,41,2005,7.7,7682.0
1089,2:08:02,Stephen CHEBOGUT,1985-01-09,KEN,6,Paris (FRA),2011-04-10,26,35,2011,18.3,7682.0
1090,2:08:02,James Kipsang KWAMBAI,1983-02-28,KEN,5,Tokyo (JPN),2013-02-24,29,37,2013,4.0,7682.0
1091,2:08:02,Shami Abdullah DAWIT,1984-07-16,ETH,4,Amsterdam (NED),2013-10-20,29,36,2013,14.5,7682.0
1092,2:08:02,Lukas Lokobe KANDA,1983-01-01,KEN,3,Paris (FRA),2014-04-06,31,37,2014,15.7,7682.0
1093,2:08:02,Deribe ROBI,1990-09-26,ETH,4,Rotterdam (NED),2014-04-13,23,30,2014,10.2,7682.0
1094,2:08:02,Bernard Kiprop KOECH,1988-01-31,KEN,3,Rotterdam (NED),2015-04-12,27,32,2015,9.9,7682.0
1095,2:08:02,Barnabas KIPTUM,1986-12-08,KEN,2,Gold Coast (AUS),2019-07-07,32,34,2019,16.7,7682.0
1096,2:08:02,Fikre WORKNEH,1988-05-11,ETH,6,Marrakesh (MAR),2020-01-26,31,32,2020,11.5,7682.0
1097,2:08:03,Abdelkader EL MOUAZIZ,1969-01-01,MAR,6,London (GBR),2003-04-13,34,51,2003,12.4,7683.0
1098,2:08:03,Gashaw MELESE ASFAW,1978-09-26,ETH,1,Paris (FRA),2006-04-09,27,42,2006,9.0,7683.0
1099,2:08:03,Marilson GOMES DOS SANTOS,1977-08-06,BRA,7,London (GBR),2012-04-22,34,43,2012,9.0,7683.0
1100,2:08:03,Laban MUTAI,1988-01-15,KEN,1,Linz (AUT),2014-04-06,26,32,2014,,7683.0
1101,2:08:03,Birhanu GEDEFA,1984-03-16,ETH,1,"Houston, TX (USA)",2015-01-18,30,36,2015,14.9,7683.0
1102,2:08:03,Micah Kemboi KOGO,1986-06-30,KEN,4,Paris (FRA),2016-04-03,29,34,2016,14.6,7683.0
1103,2:08:03,Robert KWAMBAI,1985-11-22,KEN,3,Gongju (KOR),2016-10-16,30,35,2016,,7683.0
1104,2:08:03,Cosmas BIRECH,1986-03-21,KEN,1,Roma (ITA),2018-04-08,32,34,2018,17.3,7683.0
1105,2:08:03,Albert KORIR,1994-03-02,KEN,1,Ottawa (CAN),2019-05-26,25,26,2019,18.5,7683.0
1106,2:08:03,Gezaw BEKELE MEGERSSA,1987-01-01,ETH,7,Marrakesh (MAR),2020-01-26,33,33,2020,11.5,7683.0
1107,2:08:03,Natsuki TERADA,1991-08-30,JPN,3,Fukuoka (JPN),2020-12-06,29,29,2020,9.6,7683.0
1108,2:08:04,Zithulele SINQE,1963-06-09,RSA,1,Port Elizabeth (RSA),1986-05-03,22,57,1986,18.0,7684.0
1109,2:08:04,Salim KIPSANG,1979-12-22,KEN,1,Paris (FRA),2005-04-10,25,40,2005,9.0,7684.0
1110,2:08:04,Bong-ju LEE,1970-10-11,KOR,1,Seoul (KOR),2007-03-18,36,50,2007,4.9,7684.0
1111,2:08:04,Abel KIRUI,1982-06-04,KEN,5,London (GBR),2010-04-25,27,38,2010,14.0,7684.0
1112,2:08:04,Getu FELEKE,1986-11-28,ETH,4,Praha (CZE),2010-05-09,23,34,2010,12.5,7684.0
1113,2:08:04,Ryan HALL,1982-10-14,USA,5,"Chicago, IL (USA)",2011-10-09,28,38,2011,20.1,7684.0
1114,2:08:04,Charles Kiama MUNYEKI,1988-11-02,KEN,5,Eindhoven (NED),2011-10-09,22,32,2011,10.3,7684.0
1115,2:08:04,Lukas Lokobe KANDA,1983-01-01,KEN,1,Roma (ITA),2012-03-18,29,37,2012,15.0,7684.0
1116,2:08:04,Deribe ROBI,1990-09-26,ETH,1,Marrakesh (MAR),2014-01-26,23,30,2014,12.8,7684.0
1117,2:08:04,Laban Kipngetich KORIR,1985-06-30,KEN,5,Hamburg (GER),2014-05-04,28,35,2014,8.4,7684.0
1118,2:08:04,Gilbert YEGON,1988-08-06,KEN,2,Valencia (ESP),2016-11-20,28,32,2016,15.2,7684.0
1119,2:08:04,Sisay LEMMA,1990-12-12,ETH,3,Dubai (UAE),2017-01-20,26,30,2017,23.3,7684.0
1120,2:08:04,Gebretsadik ABRAHA,1992-07-16,ETH,1,Guangzhou (CHN),2019-12-08,27,28,2019,14.8,7684.0
1121,2:08:05,Steve JONES,1955-08-04,GBR,1,"Chicago, IL (USA)",1984-10-21,29,65,1984,9.9,7685.0
1122,2:08:05,Martin FIZ,1963-03-03,ESP,1,Otsu (JPN),1997-03-02,33,57,1997,,7685.0
1123,2:08:05,Hiroshi MIKI,1975-06-10,JPN,2,Tokyo (JPN),1999-02-14,23,45,1999,3.9,7685.0
1124,2:08:05,Eliud KIPTANUI,1989-06-06,KEN,5,Berlin (GER),2010-09-26,21,31,2010,11.2,7685.0
1125,2:08:05,Augustine RONO,1982-01-01,KEN,6,Eindhoven (NED),2011-10-09,29,38,2011,10.3,7685.0
1126,2:08:05,Stephen KIBET,1986-11-09,KEN,4,Rotterdam (NED),2012-04-15,25,34,2012,6.8,7685.0
1127,2:08:05,Stephen KIPROTICH,1989-02-27,UGA,6,London (GBR),2013-04-21,24,31,2013,8.6,7685.0
1128,2:08:05,Tariku JUFAR,1984-07-18,ETH,1,Ottawa (CAN),2013-05-26,28,36,2013,13.0,7685.0
1129,2:08:05,Sammy Kigen KORIR,1985-09-29,KEN,4,Eindhoven (NED),2014-10-12,29,35,2014,12.4,7685.0
1130,2:08:05,Dadi Yami GEMEDA,1982-01-01,ETH,4,Seoul (KOR),2015-03-15,33,38,2015,4.3,7685.0
1131,2:08:05,Robert CHEMOSIN,1989-02-01,KEN,2,Warszawa (POL),2015-04-26,26,31,2015,14.4,7685.0
1132,2:08:05,Yassine RACHIK,1993-06-11,ITA,9,London (GBR),2019-04-28,25,27,2019,10.8,7685.0
1133,2:08:05,Stephen MOKOKA,1985-01-31,RSA,2,Otsu (JPN),2020-03-08,35,35,2020,,7685.0
1134,2:08:06,Josiah THUGWANE,1971-04-15,RSA,3,London (GBR),1997-04-13,25,49,1997,12.0,7686.0
1135,2:08:06,Paul TERGAT,1969-06-17,KEN,6,London (GBR),2007-04-22,37,51,2007,16.4,7686.0
1136,2:08:06,John Kipkorir KOMEN,1977-08-28,KEN,2,Reims (FRA),2008-10-19,31,43,2008,7.7,7686.0
1137,2:08:06,Tesfamriam Samuel TSEGAY,1988-02-24,ERI,8,London (GBR),2012-04-22,24,32,2012,9.0,7686.0
1138,2:08:06,Mariko KIPCHUMBA KIPLAGAT,1974-07-04,KEN,1,Xiamen (CHN),2014-01-02,39,46,2014,15.6,7686.0
1139,2:08:06,Tsegaye MEKONNEN,1995-06-15,ETH,5,London (GBR),2014-04-13,18,25,2014,12.3,7686.0
1140,2:08:06,John Nzau MWANGANGI,1990-01-11,KEN,6,Hamburg (GER),2014-05-04,24,30,2014,8.4,7686.0
1141,2:08:06,Abel KIRUI,1982-06-04,KEN,5,Tokyo (JPN),2016-02-28,33,38,2016,8.8,7686.0
1142,2:08:06,Julius TUWEI,1993-09-26,KEN,7,Valencia (ESP),2017-11-19,24,27,2017,12.8,7686.0
1143,2:08:06,Vincent RONO,1990-12-11,KEN,3,Ljubljana (SLO),2019-10-27,28,30,2019,12.2,7686.0
1144,2:08:06,Othmane EL GOUMRI,1992-05-28,MAR,1,Dublin (IRL),2019-10-27,27,28,2019,4.6,7686.0
1145,2:08:06,Abdela GODANA,1992-09-11,ETH,2,Oita (JPN),2020-02-02,27,28,2020,,7686.0
1146,2:08:07,David TSEBE,1966-11-09,RSA,1,Berlin (GER),1992-09-27,25,54,1992,16.1,7687.0
1147,2:08:07,Toshiyuki HAYATA,1968-05-02,JPN,2,Fukuoka (JPN),1997-12-07,29,52,1997,16.2,7687.0
1148,2:08:07,Abdelkader EL MOUAZIZ,1969-01-01,MAR,2,London (GBR),1998-04-26,29,51,1998,10.0,7687.0
1149,2:08:07,Jackson Kobut KIPKOECH,1988-02-12,KEN,1f1,See Genezareth (ISR),2009-01-08,20,32,2009,,7687.0
1150,2:08:07,Philip Sanga KIMUTAI,1983-09-10,KEN,2,Eindhoven (NED),2009-10-11,26,37,2009,12.3,7687.0
1151,2:08:07,Robert Kipkorir KIPCHUMBA,1984-02-24,KEN,1,Xiamen (CHN),2011-01-02,26,36,2011,14.8,7687.0
1152,2:08:07,Hailu MEKONNEN,1980-04-04,ETH,1,Hengshui (CHN),2012-09-22,32,40,2012,,7687.0
1153,2:08:07,Gilbert YEGON,1988-08-06,KEN,1,Düsseldorf (GER),2014-04-27,25,32,2014,12.8,7687.0
1154,2:08:07,Patrick Kipyegon TERER,1989-07-06,KEN,1,Praha (CZE),2014-05-11,24,31,2014,13.2,7687.0
1155,2:08:07,Joel Kemboi KIMURER,1988-01-21,KEN,1,Seoul (KOR),2016-10-30,28,32,2016,6.8,7687.0
1156,2:08:07,Laban MUTAI,1988-01-15,KEN,6,Barcelona (ESP),2019-03-10,31,32,2019,13.8,7687.0
1157,2:08:07,Felix Kipchirchir KANDIE,1987-04-10,KEN,5,Berlin (GER),2019-09-29,32,33,2019,14.5,7687.0
1158,2:08:08,Djama ROBLEH,1958-01-01,DJI,2,"Chicago, IL (USA)",1985-10-20,27,62,1985,13.7,7688.0
1159,2:08:08,Erick KIMAIYO KIMASE,1969-07-08,KEN,4,London (GBR),1997-04-13,27,51,1997,12.0,7688.0
1160,2:08:08,Alberto JUZDADO,1966-08-20,ESP,3,Tokyo (JPN),2000-02-13,33,54,2000,8.7,7688.0
1161,2:08:08,Antonio PENA,1970-08-26,ESP,4,Amsterdam (NED),2002-10-20,32,50,2002,8.0,7688.0
1162,2:08:08,Yusuf SONGOKA,1979-02-05,KEN,1,Daegu (KOR),2011-04-10,32,41,2011,14.3,7688.0
1163,2:08:08,Japheth KOSGEI,1988-01-01,KEN,2,Košice (SVK),2015-10-04,27,32,2015,14.7,7688.0
1164,2:08:08,Ryo KINAME,1991-01-22,JPN,7,Tokyo (JPN),2018-02-25,27,29,2018,5.7,7688.0
1165,2:08:08,Anthony MARITIM,1986-11-12,KEN,1,Barcelona (ESP),2018-03-11,31,34,2018,14.7,7688.0
1166,2:08:08,Benson SEUREI,1984-03-27,BRN,4,Otsu (JPN),2019-03-10,34,36,2019,,7688.0
1167,2:08:09,Ahmed SALAH,1956-12-31,DJI,1,Hiroshima (JPN),1985-04-14,28,63,1985,13.8,7689.0
1168,2:08:09,José Manuel MARTÍNEZ,1971-10-22,ESP,3,Rotterdam (NED),2003-04-13,31,49,2003,11.9,7689.0
1169,2:08:09,Nephat Ngotho KINYANJUI,1977-06-30,KEN,1,Beijing (CHN),2007-10-21,30,43,2007,12.7,7689.0
1170,2:08:09,Gilbert Kipruto KIRWA,1985-12-20,KEN,4,Wien (AUT),2012-04-15,26,34,2012,10.6,7689.0
1171,2:08:09,Kohei MATSUMURA,1986-11-05,JPN,8,Tokyo (JPN),2014-02-23,27,34,2014,5.5,7689.0
1172,2:08:09,Levi Omari MATEBO,1989-11-03,KEN,2,Warszawa (POL),2014-04-13,24,31,2014,8.7,7689.0
1173,2:08:09,Abrha MILAW ASEFA,1988-02-27,ETH,3,Xiamen (CHN),2015-01-03,26,32,2015,16.0,7689.0
1174,2:08:09,Sisay JISA,1982-12-29,ETH,4,Dubai (UAE),2017-01-20,34,37,2017,23.3,7689.0
1175,2:08:09,Maru TEFERI,1992-08-17,ISR,5,Frankfurt (GER),2019-10-27,27,28,2019,11.3,7689.0
1176,2:08:09,Mark Kosgei KIPTOO,1976-06-21,KEN,6,Frankfurt (GER),2019-10-27,43,44,2019,11.3,7689.0
1177,2:08:09,Goitom KIFLE,1993-12-03,ERI,4,Ljubljana (SLO),2019-10-27,25,27,2019,12.2,7689.0
1178,2:08:09,Derara HURISA,1997-07-12,ETH,1,Mumbai (IND),2020-01-19,22,23,2020,25.1,7689.0
1179,2:08:10,Juma IKANGAA,1960-07-19,TAN,1,Tokyo (JPN),1986-02-09,25,60,1986,2.4,7690.0
1180,2:08:10,Julius RUTO,1971-12-26,KEN,1,Paris (FRA),1999-04-04,27,48,1999,12.3,7690.0
1181,2:08:10,Sammy Kipchoge KORIR,1971-12-12,KEN,5,Amsterdam (NED),2002-10-20,30,49,2002,8.0,7690.0
1182,2:08:10,Bong-ju LEE,1970-10-11,KOR,7,London (GBR),2003-04-13,32,50,2003,12.4,7690.0
1183,2:08:10,Antonio PENA,1970-08-26,ESP,4,Fukuoka (JPN),2003-12-07,33,50,2003,8.4,7690.0
1184,2:08:10,Mbarak HUSSEIN,1965-04-04,USA,3,Seoul (KOR),2004-03-14,38,55,2004,6.9,7690.0
1185,2:08:10,Tariku JUFAR,1984-07-18,ETH,3,Hamburg (GER),2008-04-27,23,36,2008,14.9,7690.0
1186,2:08:10,Joseph Ngeny KIPROTICH,1977-07-20,KEN,3,Eindhoven (NED),2009-10-11,32,43,2009,12.3,7690.0
1187,2:08:10,Jafred Chirchir KIPCHUMBA,1983-08-08,KEN,2,Toronto (CAN),2010-09-26,27,37,2010,12.4,7690.0
1188,2:08:10,Feyisa LILESA,1990-02-01,ETH,3,"Chicago, IL (USA)",2010-10-10,20,30,2010,22.1,7690.0
1189,2:08:10,Deribe ROBI,1990-09-26,ETH,2,See Genezareth (ISR),2013-01-10,22,30,2013,,7690.0
1190,2:08:10,Bernard Kiprop KIPYEGO,1986-07-16,KEN,6,Tokyo (JPN),2017-02-26,30,34,2017,8.3,7690.0
1191,2:08:11,Teferi WODAJO,1982-01-27,ETH,4,Seoul (KOR),2004-03-14,22,38,2004,6.9,7691.0
1192,2:08:11,Hosea Kiprop ROTICH,1979-08-02,KEN,2,Frankfurt (GER),2007-10-28,28,41,2007,8.6,7691.0
1193,2:08:11,Shadrack KIPLAGAT,1977-12-09,KEN,8,Paris (FRA),2009-04-05,31,43,2009,12.5,7691.0
1194,2:08:11,Stephen Kipkoech KIBIWOTT,1980-04-03,KEN,15,Dubai (UAE),2012-01-27,31,40,2012,17.7,7691.0
1195,2:08:11,Girmay Birhanu GEBRU,1987-01-27,ETH,2,Roma (ITA),2013-03-17,26,33,2013,7.9,7691.0
1196,2:08:11,Chele DECHASA,1984-06-13,ETH,7,Dubai (UAE),2015-01-23,30,36,2015,18.8,7691.0
1197,2:08:11,Markos GENETI,1984-06-07,ETH,3,Warszawa (POL),2015-04-26,30,36,2015,14.4,7691.0
1198,2:08:11,Joel Kiplimo KEMBOI,1983-06-05,KEN,2,Gongju (KOR),2015-10-11,32,37,2015,,7691.0
1199,2:08:11,Tilahun REGASSA,1990-01-18,ETH,8,Dubai (UAE),2016-01-22,26,30,2016,20.6,7691.0
1200,2:08:11,Saïd AÏT ADDI,1982-06-29,MAR,8,Valencia (ESP),2017-11-19,35,38,2017,12.8,7691.0
1201,2:08:11,Raymond Kipchumba CHOGE,1988-01-02,KEN,1,Košice (SVK),2018-10-07,30,32,2018,13.6,7691.0
1202,2:08:11,Asefa MENGSTU,1988-01-22,ETH,1,Seoul (KOR),2018-11-04,30,32,2018,10.8,7691.0
1203,2:08:11,Deribe ROBI,1990-09-26,ETH,5,Otsu (JPN),2019-03-10,28,30,2019,,7691.0
1204,2:08:11,Paul LONYANGATA,1992-12-12,KEN,1,Shanghai (CHN),2019-11-17,26,28,2019,21.0,7691.0
1205,2:08:12,Masakazu FUJIWARA,1981-03-06,JPN,3,Otsu (JPN),2003-03-02,21,39,2003,,7692.0
1206,2:08:12,John Kipkorir KOMEN,1977-08-28,KEN,9,Paris (FRA),2009-04-05,31,43,2009,12.5,7692.0
1207,2:08:12,Luka ROTICH,1988-08-07,KEN,2,Ottawa (CAN),2013-05-26,24,32,2013,13.0,7692.0
1208,2:08:12,Gebo BURKA,1987-08-28,ETH,2,"Houston, TX (USA)",2015-01-18,27,33,2015,14.9,7692.0
1209,2:08:12,Amos KIPRUTO,1992-09-16,KEN,1,Roma (ITA),2016-04-10,23,28,2016,13.5,7692.0
1210,2:08:12,Peter Cheruiyot KIRUI,1988-01-02,KEN,3,Valencia (ESP),2016-11-20,28,32,2016,15.2,7692.0
1211,2:08:12,Felix KIRWA,1995-10-08,KEN,7,Rotterdam (NED),2017-04-09,21,25,2017,12.4,7692.0
1212,2:08:12,Reuben KERIO,1994-06-02,KEN,1,Košice (SVK),2017-10-01,23,26,2017,9.8,7692.0
1213,2:08:12,Sammy Kigen KORIR,1985-09-29,KEN,1,Rabat (MAR),2019-04-21,33,35,2019,14.2,7692.0
1214,2:08:12,Getaneh MOLLA,1994-01-10,ETH,19,Tokyo (JPN),2020-03-01,26,26,2020,11.8,7692.0
1215,2:08:13,António PINTO,1966-03-22,POR,3,London (GBR),1998-04-26,32,54,1998,10.0,7693.0
1216,2:08:13,Sammy Kipchoge KORIR,1971-12-12,KEN,1,Amsterdam (NED),1998-11-01,26,49,1998,7.7,7693.0
1217,2:08:13,Robert Kiprotich CHERUIYOT,1974-12-20,KEN,5,Amsterdam (NED),2003-10-19,28,45,2003,7.1,7693.0
1218,2:08:13,Jason MBOTE,1977-01-05,KEN,1,Seoul (KOR),2006-11-05,29,43,2006,14.0,7693.0
1219,2:08:13,John Kipkorir KOMEN,1977-08-28,KEN,1,Venezia (ITA),2009-10-25,32,43,2009,13.6,7693.0
1220,2:08:13,Yared DAGNAW SHAREW,1980-01-01,ERI,4,Eindhoven (NED),2010-10-10,30,40,2010,13.1,7693.0
1221,2:08:13,Aziz Naji EL IDRISSI,1986-12-08,MAR,1,Torino (ITA),2011-11-13,24,34,2011,7.5,7693.0
1222,2:08:13,Julius Kipkorir KIPLIMO,1985-06-06,KEN,2,Hengshui (CHN),2012-09-22,27,35,2012,,7693.0
1223,2:08:13,Mule WASIHUN,1993-10-20,ETH,6,Rotterdam (NED),2018-04-08,24,27,2018,13.7,7693.0
1224,2:08:13,Geoffrey KAMWOROR,1992-11-28,KEN,1,"New York, NY (USA)",2019-11-03,26,28,2019,9.7,7693.0
1225,2:08:14,Martin FIZ,1963-03-03,ESP,1,Otsu (JPN),2000-03-05,37,57,2000,,7694.0
1226,2:08:14,Sammy Kipchoge KORIR,1971-12-12,KEN,3,Rotterdam (NED),2001-04-22,29,49,2001,5.7,7694.0
1227,2:08:14,Joshua CHELANGA,1973-04-07,KEN,1,Seoul (KOR),2007-11-04,34,47,2007,7.7,7694.0
1228,2:08:14,Gebregziabher GEBREMARIAM,1984-10-12,ETH,1,"New York, NY (USA)",2010-11-07,26,36,2010,6.8,7694.0
1229,2:08:14,Gideon Kipkemoi KIPKETER,1992-11-10,KEN,7,Amsterdam (NED),2012-10-21,19,28,2012,12.4,7694.0
1230,2:08:14,Lukas Lokobe KANDA,1983-01-01,KEN,1,Valencia (ESP),2012-11-18,29,37,2012,15.6,7694.0
1231,2:08:14,Yuki KAWAUCHI,1987-03-05,JPN,4,Seoul (KOR),2013-03-17,26,33,2013,7.5,7694.0
1232,2:08:14,Sylvester Kimeli TEIMET,1984-06-04,KEN,6,Paris (FRA),2013-04-07,28,36,2013,6.5,7694.0
1233,2:08:14,Abraham CHERKOS,1989-09-23,ETH,5,Seoul (KOR),2015-03-15,25,31,2015,4.3,7694.0
1234,2:08:14,Girmay Birhanu GEBRU,1987-01-27,ETH,1,Ottawa (CAN),2015-05-24,28,33,2015,19.1,7694.0
1235,2:08:14,Cosmas LAGAT,1990-12-12,KEN,1,Sevilla (ESP),2016-02-21,25,30,2016,14.9,7694.0
1236,2:08:14,Felix Kipchirchir KANDIE,1987-04-10,KEN,2,Praha (CZE),2016-05-08,29,33,2016,15.5,7694.0
1237,2:08:14,Dino SEFIR,1988-05-28,ETH,1,Ottawa (CAN),2016-05-29,28,32,2016,23.9,7694.0
1238,2:08:14,Yohanes GHEBREGERGIS,1989-01-01,ERI,7,Tokyo (JPN),2017-02-26,28,31,2017,8.3,7694.0
1239,2:08:14,Robert KWAMBAI,1985-11-22,KEN,3,Gongju (KOR),2017-10-15,31,35,2017,,7694.0
1240,2:08:14,Polat Kemboi ARIKAN,1990-12-12,TUR,6,Paris (FRA),2019-04-14,28,30,2019,5.9,7694.0
1241,2:08:14,Callum HAWKINS,1992-06-22,GBR,10,London (GBR),2019-04-28,26,28,2019,10.8,7694.0
1242,2:08:14,Hamid BEN DAOUD,1996-02-19,ESP,6,Praha (CZE),2019-05-05,23,24,2019,6.0,7694.0
1243,2:08:14,Abera KUMA,1990-08-31,ETH,2,Ottawa (CAN),2019-05-26,28,30,2019,18.5,7694.0
1244,2:08:15,Takeyuki NAKAYAMA,1959-12-20,JPN,2,Hiroshima (JPN),1985-04-14,25,60,1985,13.8,7695.0
1245,2:08:15,Willie MTOLO,1964-05-05,RSA,2,Port Elizabeth (RSA),1986-05-03,21,56,1986,18.0,7695.0
1246,2:08:15,Abdelkader EL MOUAZIZ,1969-01-01,MAR,1,Marrakesh (MAR),1999-01-31,30,51,1999,13.4,7695.0
1247,2:08:15,Paul TERGAT,1969-06-17,KEN,2,London (GBR),2001-04-22,31,51,2001,8.9,7695.0
1248,2:08:15,Bong-ju LEE,1970-10-11,KOR,5,Seoul (KOR),2004-03-14,33,50,2004,6.9,7695.0
1249,2:08:15,Longyun REN,1987-10-12,CHN,2,Beijing (CHN),2007-10-21,20,33,2007,12.7,7695.0
1250,2:08:15,Elias KEMBOI,1984-03-10,KEN,4,Frankfurt (GER),2009-10-25,25,36,2009,12.9,7695.0
1251,2:08:15,Daniel Kipkurgat RONO,1978-07-13,KEN,3,Toronto (CAN),2010-09-26,32,42,2010,12.4,7695.0
1252,2:08:15,David Kemboi KIYENG,1983-04-22,KEN,1,Seoul (KOR),2010-11-07,27,37,2010,12.1,7695.0
1253,2:08:15,Yuki KAWAUCHI,1987-03-05,JPN,1,Oita (JPN),2013-02-03,25,33,2013,,7695.0
1254,2:08:15,Laban Kipngetich KORIR,1985-06-30,KEN,1,Toronto (CAN),2014-10-19,29,35,2014,5.9,7695.0
1255,2:08:15,Ernest NGENO,1995-05-20,KEN,1,Milano (ITA),2016-04-03,20,25,2016,15.8,7695.0
1256,2:08:15,Aychew BANTIE,1995-09-12,ETH,2,Košice (SVK),2018-10-07,23,25,2018,13.6,7695.0
1257,2:08:16,Steve JONES,1955-08-04,GBR,1,London (GBR),1985-04-21,29,65,1985,7.2,7696.0
1258,2:08:16,Steve MONEGHETTI,1962-09-26,AUS,1,Berlin (GER),1990-09-30,28,58,1990,14.9,7696.0
1259,2:08:16,Takayuki INUBUSHI,1972-08-11,JPN,4,Tokyo (JPN),2000-02-13,27,48,2000,8.7,7696.0
1260,2:08:16,Hailu NEGUSSIE,1978-04-16,ETH,1,Hofu (JPN),2002-12-15,24,42,2002,,7696.0
1261,2:08:16,Tsegaye KEBEDE,1987-01-15,ETH,8,Amsterdam (NED),2007-10-21,20,33,2007,9.5,7696.0
1262,2:08:16,Vincent KIPRUTO,1987-09-13,KEN,3,Reims (FRA),2008-10-19,21,33,2008,7.7,7696.0
1263,2:08:16,Wilson Kipkemboi KIGEN,1980-08-10,KEN,2,Frankfurt (GER),2008-10-26,28,40,2008,7.2,7696.0
1264,2:08:16,Gilbert CHEPKWONY,1985-01-01,KEN,2,Daegu (KOR),2012-04-08,27,35,2012,13.8,7696.0
1265,2:08:16,Philip KANGOGO,1983-12-12,KEN,1,Barcelona (ESP),2015-03-15,31,37,2015,8.2,7696.0
1266,2:08:16,Abdi NAGEEYE,1989-03-02,NED,9,Amsterdam (NED),2017-10-15,28,31,2017,16.1,7696.0
1267,2:08:16,Shogo NAKAMURA,1992-09-16,JPN,4,Berlin (GER),2018-09-16,26,28,2018,17.4,7696.0
1268,2:08:16,Andualem Belay SHIFERAW,1992-04-05,ETH,1,Castellón (ESP),2019-02-24,26,28,2019,11.2,7696.0
1269,2:08:16,Birhan NEBEBEW,1994-08-14,ETH,1,Xiamen (CHN),2020-01-05,25,26,2020,20.2,7696.0
1270,2:08:17,Paul Kipkemboi BIWOTT,1978-04-18,KEN,2,Paris (FRA),2005-04-10,26,42,2005,9.0,7697.0
1271,2:08:17,Mohamed EL HACHIMI,1980-09-05,MAR,2,Seoul (KOR),2010-11-07,30,40,2010,12.1,7697.0
1272,2:08:17,Evans Kiprop CHERUIYOT,1982-05-10,KEN,2,Dubai (UAE),2011-01-21,28,38,2011,20.0,7697.0
1273,2:08:17,Paul Kipkemboi BIWOTT,1978-04-18,KEN,2,Tokyo (JPN),2011-02-27,32,42,2011,10.3,7697.0
1274,2:08:17,Hillary Kipchirchir KIMAIYO,1981-04-30,KEN,1,Torreón (MEX),2011-03-06,29,39,2011,20.2,7697.0
1275,2:08:17,Sammy KIBET,1982-02-02,KEN,1,Warszawa (POL),2011-09-25,29,38,2011,12.9,7697.0
1276,2:08:17,Haile GEBRSELASSIE,1973-04-18,ETH,4,Tokyo (JPN),2012-02-26,38,47,2012,6.1,7697.0
1277,2:08:17,Gilbert Kipruto KIRWA,1985-12-20,KEN,6,Tokyo (JPN),2013-02-24,27,34,2013,4.0,7697.0
1278,2:08:17,Pius Dominic ONDORO,1988-03-03,KEN,2,Düsseldorf (GER),2013-04-28,25,32,2013,7.4,7697.0
1279,2:08:17,Albert Kiplagat MATEBOR,1980-12-25,KEN,5,Frankfurt (GER),2013-10-27,32,39,2013,15.7,7697.0
1280,2:08:17,Amanuel MESEL,1990-12-29,ERI,2,Valencia (ESP),2013-11-17,22,29,2013,12.0,7697.0
1281,2:08:17,Evans CHEBET,1988-11-10,KEN,2,Praha (CZE),2014-05-11,25,32,2014,13.2,7697.0
1282,2:08:17,Tesfaye DEREJE,1985-09-30,ETH,3,Gongju (KOR),2014-10-19,29,35,2014,,7697.0
1283,2:08:17,Edwin KOECH,1987-12-14,KEN,5,Eindhoven (NED),2015-10-11,27,33,2015,7.7,7697.0
