Rank,Mark,Competitor,DOB,Nat,Pos,Venue,Date,Age at race,Current age,Year of the race,TimeSec
2345,2:09:23,Toru MIMURA,1962-12-01,JPN,3,Oita (JPN),1991-02-03,28,58,1991,7763.0
2346,2:09:23,Akira MANAI,1971-09-01,JPN,4,Otsu (JPN),1997-03-02,25,49,1997,7763.0
2347,2:09:23,Nozomi SAHO,1973-03-06,JPN,5,Rotterdam (NED),1998-04-19,25,47,1998,7763.0
2348,2:09:23,Ryuji TAKEI,1971-05-18,JPN,3,Otsu (JPN),2000-03-05,28,49,2000,7763.0
2349,2:09:23,Grzegorz GAJDUS,1967-01-16,POL,4,Eindhoven (NED),2003-10-12,36,53,2003,7763.0
2350,2:09:23,Benjamin KIPCHUMBA,1976-01-01,KEN,2,Milano (ITA),2004-11-28,28,44,2004,7763.0
2351,2:09:23,Tomoya SHIMIZU,1980-11-12,JPN,5,Otsu (JPN),2008-03-02,27,40,2008,7763.0
2352,2:09:23,Benson Kipchumba BARUS,1980-07-04,KEN,9,Paris (FRA),2008-04-06,27,40,2008,7763.0
2353,2:09:23,David Kemboi KIYENG,1983-04-22,KEN,10,Paris (FRA),2008-04-06,24,37,2008,7763.0
2354,2:09:23,Satoshi IRIFUNE,1975-12-14,JPN,2,Fukuoka (JPN),2008-12-07,32,45,2008,7763.0
2355,2:09:23,Samson Kiptoo BUNGEI,1982-11-17,KEN,1,Essen (GER),2009-05-17,26,38,2009,7763.0
2356,2:09:23,Gashaw MELESE ASFAW,1978-09-26,ETH,3,Toronto (CAN),2009-09-27,31,42,2009,7763.0
2357,2:09:23,Raymond KANDIE,1986-09-07,KEN,6,Barcelona (ESP),2010-03-07,23,34,2010,7763.0
2358,2:09:23,Wilson Loyanae ERUPE,1988-11-20,KEN,1,Gongju (KOR),2011-10-16,22,32,2011,7763.0
2359,2:09:23,Abraham KIPLIMO,1989-04-14,UGA,1,Oita (JPN),2014-02-02,24,31,2014,7763.0
2360,2:09:23,James Kipsang KWAMBAI,1983-02-28,KEN,4,Seoul (KOR),2015-11-01,32,37,2015,7763.0
2361,2:09:23,Sammy Kigen KORIR,1985-09-29,KEN,1,Rabat (MAR),2016-03-13,30,35,2016,7763.0
2362,2:09:23,Mekuant Ayenew GEBRE,1991-01-01,ETH,6,Dubai (UAE),2017-01-20,26,29,2017,7763.0
2363,2:09:23,Reuben KERIO,1994-06-02,KEN,4,Košice (SVK),2018-10-07,24,26,2018,7763.0
2364,2:09:23,Felix KIMUTAI,1989-02-12,KEN,1,Dongying (CHN),2019-04-20,30,31,2019,7763.0
2365,2:09:23,Alphonce Felix SIMBU,1992-02-14,TAN,6,Otsu (JPN),2020-03-08,28,28,2020,7763.0
2366,2:09:24,Hugh JONES,1955-11-01,GBR,1,London (GBR),1982-05-09,26,65,1982,7764.0
2367,2:09:24,David NGETICH,1980-05-19,KEN,1,Eindhoven (NED),1999-10-10,19,40,1999,7764.0
2368,2:09:24,Samson RAMADHANI,1982-12-25,TAN,1,Beppu (JPN),2003-02-02,20,37,2003,7764.0
2369,2:09:24,Philip TARUS,1974-09-11,KEN,2,Milano (ITA),2003-11-30,29,46,2003,7764.0
2370,2:09:24,Gashaw MELESE ASFAW,1978-09-26,ETH,3,Paris (FRA),2005-04-10,26,42,2005,7764.0
2371,2:09:24,Simon MUNYUTU,1977-12-27,FRA,11,Paris (FRA),2008-04-06,30,42,2008,7764.0
2372,2:09:24,Benjamin KIPTOO,1979-01-10,KEN,1,Brescia (ITA),2008-04-20,29,41,2008,7764.0
2373,2:09:24,Japheth KOSGEI,1968-12-20,KEN,6,Frankfurt (GER),2008-10-26,39,51,2008,7764.0
2374,2:09:24,David TARUS,1978-01-01,KEN,6,Eindhoven (NED),2009-10-11,31,42,2009,7764.0
2375,2:09:24,Stephen Kipkoech KIBIWOTT,1980-04-03,KEN,3,Seoul (KOR),2009-11-01,29,40,2009,7764.0
2376,2:09:24,Tadesse ABRAHAM,1982-08-12,ERI,7,Berlin (GER),2010-09-26,28,38,2010,7764.0
2377,2:09:24,Abdellah FALIL,1976-01-01,MAR,2,Gongju (KOR),2010-10-17,34,44,2010,7764.0
2378,2:09:24,John Kipkorir KOMEN,1977-08-28,KEN,6,Wien (AUT),2012-04-15,34,43,2012,7764.0
2379,2:09:24,Julius NDERITU,1979-10-07,KEN,6,Hengshui (CHN),2012-09-22,32,41,2012,7764.0
2380,2:09:24,Henry Kipsigei CHIRCHIR,1985-05-14,KEN,6,Köln (GER),2012-10-14,27,35,2012,7764.0
2381,2:09:24,Marilson GOMES DOS SANTOS,1977-08-06,BRA,6,Berlin (GER),2013-09-29,36,43,2013,7764.0
2383,2:09:24,Elija KEMBOI,1984-09-10,KEN,2,Košice (SVK),2016-10-02,32,36,2016,7764.0
2384,2:09:24,Chesari Kirui JACOB,1984-04-06,KEN,2,Barcelona (ESP),2017-03-12,32,36,2017,7764.0
2385,2:09:24,Robert KIPKEMBOI,1988-06-19,KEN,3,Gyeongju (KOR),2018-10-21,30,32,2018,7764.0
2386,2:09:24,Tsegaye GETACHEW,1996-11-30,ETH,4,Shanghai (CHN),2018-11-18,21,24,2018,7764.0
2387,2:09:24,Abdi FUFA,1995-09-27,ETH,5,Shanghai (CHN),2018-11-18,23,25,2018,7764.0
2388,2:09:25,Rodolfo GÓMEZ,1950-10-30,MEX,3,Rotterdam (NED),1983-04-09,32,70,1983,7765.0
2389,2:09:25,Alejandro CRUZ,1968-02-10,MEX,2,Rotterdam (NED),1989-04-16,21,52,1989,7765.0
2390,2:09:25,Wan-ki KIM,1968-07-08,KOR,1,Jeonju (KOR),1993-03-21,24,52,1993,7765.0
2391,2:09:25,Simon BOR,1969-02-13,KEN,1,"Los Angeles, CA (USA)",1999-03-14,30,51,1999,7765.0
2392,2:09:25,Gezahegn ABERA,1978-04-23,ETH,1,Fukuoka (JPN),2001-12-02,23,42,2001,7765.0
2393,2:09:25,Alberto CHAICA,1973-09-17,POR,4,"Stade de France, Paris-St-Denis (FRA)",2003-08-30,29,47,2003,7765.0
2394,2:09:25,Yuko MATSUMIYA,1980-02-21,JPN,6,Otsu (JPN),2004-03-07,24,40,2004,7765.0
2395,2:09:25,Stefano BALDINI,1971-05-25,ITA,5,London (GBR),2005-04-17,33,49,2005,7765.0
2396,2:09:25,James ROTICH,1978-12-22,KEN,3,Hamburg (GER),2006-04-23,27,41,2006,7765.0
2397,2:09:25,Robert CHEBOROR,1978-09-09,KEN,5,"Chicago, IL (USA)",2006-10-22,28,42,2006,7765.0
2398,2:09:25,Joseph Nganga MAREGU,1977-11-22,KEN,3,Wien (AUT),2009-04-19,31,43,2009,7765.0
2399,2:09:25,Cosmas Koech KIMUTAI,1985-10-09,KEN,6,Eindhoven (NED),2010-10-10,25,35,2010,7765.0
2400,2:09:25,Hiroyuki HORIBATA,1986-10-28,JPN,3,Otsu (JPN),2011-03-06,24,34,2011,7765.0
2401,2:09:25,Felix KENY,1985-12-25,KEN,4,Daegu (KOR),2011-04-10,25,34,2011,7765.0
2402,2:09:25,Lusapho APRIL,1982-05-24,RSA,1,Hannover (GER),2011-05-08,28,38,2011,7765.0
2403,2:09:25,Philemon LIMO,1985-08-02,KEN,3,Praha (CZE),2012-05-13,26,35,2012,7765.0
2404,2:09:25,Gemechu WORKU,1985-01-01,ETH,1,Milano (ITA),2013-04-07,28,35,2013,7765.0
2405,2:09:25,William Chebon CHEBOR,1982-12-22,KEN,1,Brighton (GBR),2014-04-06,31,37,2014,7765.0
2406,2:09:25,Laban KIPKEMBOI,1977-12-30,KEN,5,Gongju (KOR),2014-10-19,36,42,2014,7765.0
2407,2:09:25,Dickson CHUMBA,1986-10-27,KEN,1,"Chicago, IL (USA)",2015-10-11,28,34,2015,7765.0
2408,2:09:25,Nobert KIGEN,1993-01-24,KEN,1,La Rochelle (FRA),2015-11-29,22,27,2015,7765.0
2409,2:09:25,Suehiro ISHIKAWA,1979-09-27,JPN,4,Otsu (JPN),2016-03-06,36,41,2016,7765.0
2410,2:09:25,Daniel KINYUA,1992-05-25,KEN,4,Praha (CZE),2016-05-08,23,28,2016,7765.0
2411,2:09:25,Duncan Kipkurui MAIYO,1990-08-05,KEN,4,Eindhoven (NED),2016-10-09,26,30,2016,7765.0
2412,2:09:25,Werkuneh Seyoun ABOYE,1984-01-01,ETH,5,Roma (ITA),2017-04-02,33,36,2017,7765.0
2413,2:09:25,Tariku KINFU,1996-01-01,ETH,4,Barcelona (ESP),2018-03-11,22,24,2018,7765.0
2414,2:09:25,Tsegaye KEBEDE,1987-01-15,ETH,5,Barcelona (ESP),2018-03-11,31,33,2018,7765.0
2415,2:09:25,Lawrence CHERONO,1988-08-07,KEN,7,London (GBR),2018-04-22,29,32,2018,7765.0
2416,2:09:25,Cameron LEVINS,1989-03-28,CAN,4,Toronto (CAN),2018-10-21,29,31,2018,7765.0
2417,2:09:25,Daniel MUINDI,1994-11-10,KEN,2,Cape Town (RSA),2019-09-15,24,26,2019,7765.0
2418,2:09:25,Marius KIPSEREM,1988-05-17,KEN,10,London (GBR),2020-10-04,32,32,2020,7765.0
2419,2:09:26,Noriaki IGARASHI,1972-10-28,JPN,4,Fukuoka (JPN),2000-12-03,28,48,2000,7766.0
2420,2:09:26,Mohamed OUAADI,1969-01-01,FRA,4,"Chicago, IL (USA)",2001-10-07,32,51,2001,7766.0
2421,2:09:26,Shigeru ABURAYA,1977-02-08,JPN,5,"Stade de France, Paris-St-Denis (FRA)",2003-08-30,26,43,2003,7766.0
2422,2:09:26,Salim KIPSANG,1979-12-22,KEN,6,Rotterdam (NED),2006-04-09,26,40,2006,7766.0
2423,2:09:26,Francis Kibiwott LARABAL,1978-09-15,KEN,9,Paris (FRA),2010-04-11,31,42,2010,7766.0
2424,2:09:26,Ben Kipruto CHEBET,1982-02-22,KEN,2,Padova (ITA),2011-04-17,29,38,2011,7766.0
2425,2:09:26,Oleksandr SITKOVSKIY,1978-06-09,UKR,1,Belaya Tserkva (UKR),2011-10-02,33,42,2011,7766.0
2426,2:09:26,Asbel KIPSANG,1993-09-10,KEN,1,Lisboa (POR),2015-10-18,22,27,2015,7766.0
2427,2:09:26,Seifu TURA,1997-06-19,ETH,2,Seoul (KOR),2017-11-05,20,23,2017,7766.0
2428,2:09:26,Tsedat Abeje AYANA,1996-02-18,ETH,6,Barcelona (ESP),2018-03-11,22,24,2018,7766.0
2429,2:09:26,Adugna TAKELE,1989-02-26,ETH,3,Ottawa (CAN),2018-05-27,29,31,2018,7766.0
2430,2:09:26,Dejene DEBELA,1995-01-09,ETH,1,Xiamen (CHN),2019-01-06,23,25,2019,7766.0
2431,2:09:26,Gizachew NEGASA,1998-04-18,ETH,8,Barcelona (ESP),2019-03-10,20,22,2019,7766.0
2432,2:09:26,Okubay TSEGAY,1986-01-01,ERI,25,Valencia (ESP),2020-12-06,34,34,2020,7766.0
2433,2:09:27,Bill RODGERS,1947-12-23,USA,1,"Boston, MA (USA)",1979-04-16,31,72,1979,7767.0
2434,2:09:27,Simon BOR,1969-02-13,KEN,6,Otsu (JPN),2001-03-04,32,51,2001,7767.0
2435,2:09:27,Benedict Muli KIMONDIU,1977-11-30,KEN,3,Tokyo (JPN),2004-02-08,26,43,2004,7767.0
2436,2:09:27,Elijah MUTAI CHEM,1978-04-01,KEN,1,Chuncheon (KOR),2005-10-23,27,42,2005,7767.0
2437,2:09:27,Joseph Ngeny KIPROTICH,1977-07-20,KEN,3,Milano (ITA),2006-10-08,29,43,2006,7767.0
2438,2:09:27,Gudisa SHENTAMA,1980-06-19,ETH,4,Dubai (UAE),2008-01-18,27,40,2008,7767.0
2439,2:09:27,Arado Urige BUTA,1982-11-28,ETH,2,Hamburg (GER),2010-04-25,27,38,2010,7767.0
2440,2:09:27,Boniface MBUVI MUEMA,1986-12-20,KEN,4,Chuncheon (KOR),2010-10-24,23,33,2010,7767.0
2441,2:09:27,Stephen KIBET,1986-11-09,KEN,5,Dubai (UAE),2011-01-21,24,34,2011,7767.0
2442,2:09:27,Melaku ABERA,1994-04-20,ETH,1,Oita (JPN),2016-02-07,21,26,2016,7767.0
2443,2:09:27,Birhanu ADDISIE,1995-01-01,ETH,2,Roma (ITA),2016-04-10,21,25,2016,7767.0
2444,2:09:27,Dickson TUWEI,1992-10-31,KEN,1,Dongying (CHN),2016-05-08,23,28,2016,7767.0
2445,2:09:27,Yuta SHITARA,1991-12-18,JPN,11,Tokyo (JPN),2017-02-26,25,28,2017,7767.0
2446,2:09:27,Daisuke UEKADO,1993-12-11,JPN,6,Fukuoka (JPN),2017-12-03,23,27,2017,7767.0
2447,2:09:27,Solomon MUTAI,1992-10-22,UGA,6,Shanghai (CHN),2018-11-18,26,28,2018,7767.0
2448,2:09:28,Ron HILL,1939-09-25,GBR,1,Edinburgh (GBR),1970-07-23,30,81,1970,7768.0
2449,2:09:28,John GRAHAM,1956-06-18,GBR,1,Rotterdam (NED),1981-05-23,24,64,1981,7768.0
2450,2:09:28,Gidamis SHAHANGA,1957-09-04,TAN,1,Wien (AUT),1990-04-22,32,63,1990,7768.0
2451,2:09:28,José Isidro RICO,1961-05-15,MEX,2,Rotterdam (NED),1992-04-05,30,59,1992,7768.0
2452,2:09:28,Koji SHIMIZU,1969-10-17,JPN,2,Fukuoka (JPN),2001-12-02,32,51,2001,7768.0
2453,2:09:28,Boaz KIMAIYO,1976-12-10,KEN,1,Frankfurt (GER),2003-10-26,26,44,2003,7768.0
2454,2:09:28,Yokinobu NAKAZAKI,1979-04-04,JPN,4,Tokyo (JPN),2004-02-08,24,41,2004,7768.0
2455,2:09:28,Samson BARMAO,1982-04-17,KEN,2,Eindhoven (NED),2006-10-08,24,38,2006,7768.0
2456,2:09:28,Gashaw MELESE ASFAW,1978-09-26,ETH,1,Shanghai (CHN),2008-11-30,30,42,2008,7768.0
2457,2:09:28,Robert Kiprono CHERUIYOT,1988-08-10,KEN,6,"Chicago, IL (USA)",2010-10-10,22,32,2010,7768.0
2458,2:09:28,Jin-hyeong JEONG,1990-06-01,KOR,2,Seoul (KOR),2011-03-20,20,30,2011,7768.0
2459,2:09:28,Takayuki MATSUMIYA,1980-02-21,JPN,7,Tokyo (JPN),2012-02-26,32,40,2012,7768.0
2460,2:09:28,Ayad LAMDASSEM,1981-10-11,ESP,9,London (GBR),2013-04-21,31,39,2013,7768.0
2461,2:09:28,Julius MURIUKI,1985-07-03,KEN,2,Xiamen (CHN),2014-01-02,28,35,2014,7768.0
2462,2:09:28,Dominic RUTO,1990-05-05,KEN,3,Roma (ITA),2016-04-10,25,30,2016,7768.0
2463,2:09:28,Tujuba Beyu MEGERSA,1987-01-01,ETH,4,Roma (ITA),2016-04-10,29,33,2016,7768.0
2464,2:09:28,Hillary KIPSAMBU,1985-02-04,KEN,12,Amsterdam (NED),2017-10-15,32,35,2017,7768.0
2465,2:09:28,Justus KIPROTICH,1996-03-09,KEN,1,Münster (GER),2018-09-09,22,24,2018,7768.0
2466,2:09:28,Asbel KIPSANG,1993-09-10,KEN,7,Shanghai (CHN),2018-11-18,25,27,2018,7768.0
2467,2:09:28,Afewerk MESFIN,1992-10-12,ETH,2,Xiamen (CHN),2019-01-06,26,28,2019,7768.0
2468,2:09:28,Samuel Kiplimo KOSGEI,1986-01-20,KEN,6,Sevilla (ESP),2019-02-17,33,34,2019,7768.0
2469,2:09:28,Shoya OKUNO,1993-04-10,JPN,7,Otsu (JPN),2020-03-08,26,27,2020,7768.0
2470,2:09:29,John KEMBOI,1971-07-27,KEN,5,Amsterdam (NED),1999-10-17,28,49,1999,7769.0
2471,2:09:29,Takeshi HAMANO,1974-07-30,JPN,6,Otsu (JPN),2003-03-02,28,46,2003,7769.0
2472,2:09:29,Daniele CAIMMI,1972-12-17,ITA,6,"Stade de France, Paris-St-Denis (FRA)",2003-08-30,30,47,2003,7769.0
2473,2:09:29,Alberico DI CECCO,1974-04-19,ITA,2,Torino (ITA),2004-04-18,29,46,2004,7769.0
2474,2:09:29,James ROTICH,1978-12-22,KEN,4,Hamburg (GER),2007-04-29,28,41,2007,7769.0
2475,2:09:29,Paul Kipkemboi BIWOTT,1978-04-18,KEN,3,Seoul (KOR),2008-11-02,30,42,2008,7769.0
2476,2:09:29,Hillary BETT,1980-01-01,KEN,2,Essen (GER),2009-05-17,29,40,2009,7769.0
2477,2:09:29,Girma BEYENE,1983-11-28,ETH,2,Marrakesh (MAR),2012-01-29,28,37,2012,7769.0
2478,2:09:29,Suehiro ISHIKAWA,1979-09-27,JPN,13,Tokyo (JPN),2014-02-23,34,41,2014,7769.0
2479,2:09:29,Mutai KIPKEMEI,1986-07-25,KEN,3,Hengshui (CHN),2014-09-20,28,34,2014,7769.0
2480,2:09:29,Geoffrey MUTAI,1981-10-07,KEN,5,Berlin (GER),2015-09-27,33,39,2015,7769.0
2481,2:09:29,Lukas Lokobe KANDA,1983-01-01,KEN,8,Paris (FRA),2016-04-03,33,37,2016,7769.0
2482,2:09:29,Geoffrey RONOH,1982-11-29,KEN,6,Berlin (GER),2016-09-25,33,38,2016,7769.0
2483,2:09:29,Salah-Eddine BOUNASR,1990-09-27,MAR,1,Wien (AUT),2018-04-22,27,30,2018,7769.0
2484,2:09:29,Ryo HASHIMOTO,1993-09-26,JPN,5,Beppu (JPN),2019-02-03,25,27,2019,7769.0
2485,2:09:29,Mohamed ZIANI,1993-01-01,MAR,3,Cape Town (RSA),2019-09-15,26,27,2019,7769.0
2486,2:09:29,Birhanu TESHOME,1996-01-01,ETH,7,Lisboa (POR),2019-10-20,23,24,2019,7769.0
2487,2:09:29,Kenneth KETER,1996-08-04,KEN,7,Frankfurt (GER),2019-10-27,23,24,2019,7769.0
2488,2:09:30,Juma IKANGAA,1960-07-19,TAN,2,Brisbane (AUS),1982-10-08,22,60,1982,7770.0
2489,2:09:30,Michael HEILMANN,1961-10-26,GDR,2,Grünau (GDR),1984-07-21,22,59,1984,7770.0
2490,2:09:30,Jae-ryong KIM,1966-04-25,KOR,1,Chuncheon (KOR),1992-03-22,25,54,1992,7770.0
2491,2:09:30,Jae-ryong KIM,1966-04-25,KOR,1,Seoul (KOR),1992-03-22,25,54,1992,7770.0
2492,2:09:30,Luiz Antonio DOS SANTOS,1964-09-06,BRA,1,Fukuoka (JPN),1995-12-03,31,56,1995,7770.0
2493,2:09:30,José Manuel GARCÍA,1966-01-24,ESP,9,London (GBR),1997-04-13,31,54,1997,7770.0
2494,2:09:30,Hiroshi MIKI,1975-06-10,JPN,6,Tokyo (JPN),2000-02-13,24,45,2000,7770.0
2495,2:09:30,Vincent KIPSOS,1976-06-22,KEN,1,Roma (ITA),2002-03-24,25,44,2002,7770.0
2496,2:09:30,Shigeru ABURAYA,1977-02-08,JPN,2,Tokyo (JPN),2003-02-09,26,43,2003,7770.0
2497,2:09:30,Daniele CAIMMI,1972-12-17,ITA,2,Roma (ITA),2006-03-26,33,47,2006,7770.0
2498,2:09:30,John Ekiru KELAI,1976-12-29,KEN,1,Toronto (CAN),2007-09-30,30,43,2007,7770.0
2499,2:09:30,Raymond KANDIE,1986-09-07,KEN,11,Frankfurt (GER),2011-10-30,25,34,2011,7770.0
2500,2:09:30,Faisal Bader SHEBTO,1984-08-10,QAT,4,Xiamen (CHN),2012-01-07,27,36,2012,7770.0
2501,2:09:30,Ryan HALL,1982-10-14,USA,2,"Houston, TX (USA)",2012-01-14,29,38,2012,7770.0
2502,2:09:30,Vincent Kiplagat MITEI,1984-08-10,KEN,6,Košice (SVK),2012-10-07,28,36,2012,7770.0
2503,2:09:30,Girmay Birhanu GEBRU,1987-01-27,ETH,2,Praha (CZE),2013-05-12,26,33,2013,7770.0
2504,2:09:30,Stephen MOKOKA,1985-01-31,RSA,1,Shanghai (CHN),2013-12-01,28,35,2013,7770.0
2505,2:09:30,Masato IMAI,1984-04-02,JPN,2,Oita (JPN),2014-02-02,29,36,2014,7770.0
2506,2:09:30,Tariku BEKELE,1987-02-28,ETH,7,Seoul (KOR),2018-11-04,31,33,2018,7770.0
2507,2:09:30,Yuji IWATA,1987-07-09,JPN,6,Beppu (JPN),2019-02-03,31,33,2019,7770.0
2508,2:09:31,Wan-ki KIM,1968-07-08,KOR,2,Chuncheon (KOR),1992-03-22,23,52,1992,7771.0
2509,2:09:31,Gert THYS,1971-11-12,RSA,2,Fukuoka (JPN),1993-12-05,22,49,1993,7771.0
2510,2:09:31,Steven CHEPTOT MATEBO,1974-03-30,KEN,7,Rotterdam (NED),2003-04-13,29,46,2003,7771.0
2511,2:09:31,Jon BROWN,1971-02-27,GBR,6,London (GBR),2005-04-17,34,49,2005,7771.0
2512,2:09:31,Gashaw MELESE ASFAW,1978-09-26,ETH,2,Seoul (KOR),2005-11-06,27,42,2005,7771.0
2513,2:09:31,Toshinari TAKAOKA,1970-09-24,JPN,2,Tokyo (JPN),2006-02-12,35,50,2006,7771.0
2514,2:09:31,Paul Malakwen KOSGEI,1978-04-22,KEN,10,Amsterdam (NED),2007-10-21,29,42,2007,7771.0
2515,2:09:31,Philip MANYIM,1978-03-24,KEN,2,Eindhoven (NED),2008-10-12,30,42,2008,7771.0
2516,2:09:31,Young-joon JI,1981-10-15,KOR,2,Daegu (KOR),2010-04-11,28,39,2010,7771.0
2517,2:09:31,Teshome Etanat GELANA,1983-10-31,ETH,6,Toronto (CAN),2010-09-26,26,37,2010,7771.0
2518,2:09:31,Kentaro NAKAMOTO,1982-12-07,JPN,4,Otsu (JPN),2011-03-06,28,38,2011,7771.0
2519,2:09:31,Arata FUJIWARA,1981-09-12,JPN,4,Fukuoka (JPN),2012-12-02,31,39,2012,7771.0
2520,2:09:31,Belay Asefa BEDADA,1992-06-17,ETH,3,Eindhoven (NED),2013-10-13,21,28,2013,7771.0
2521,2:09:31,Takuya FUKATSU,1987-11-10,JPN,5,Otsu (JPN),2016-03-06,28,33,2016,7771.0
2522,2:09:31,Dino SEFIR,1988-05-28,ETH,1,Barcelona (ESP),2016-03-13,27,32,2016,7771.0
2523,2:09:31,Soloman DEKSISA,1994-03-11,ETH,12,Tokyo (JPN),2017-02-26,22,26,2017,7771.0
2524,2:09:31,Desmond MOKGOBU,1988-11-23,RSA,1,Oita (JPN),2018-02-04,29,32,2018,7771.0
2525,2:09:31,Abera KUMA,1990-08-31,ETH,5,Otsu (JPN),2018-03-04,27,30,2018,7771.0
2526,2:09:31,Brimin KIPKORIR,1989-01-01,KEN,6,Wien (AUT),2019-04-07,30,31,2019,7771.0
2527,2:09:31,Christian PACHECO,1993-05-26,PER,1,Lima (PER),2019-07-27,26,27,2019,7771.0
2528,2:09:31,Mohamed Reda EL AARABY,1989-11-12,MAR,2,Osaka (JPN),2019-12-01,30,31,2019,7771.0
2529,2:09:31,Yoshiki TAKENOUCHI,1992-05-25,JPN,6,Fukuoka (JPN),2020-12-06,28,28,2020,7771.0
2530,2:09:32,Antonio SERRANO,1965-03-08,ESP,2,Fukuoka (JPN),1995-12-03,30,55,1995,7772.0
2531,2:09:32,Joaquim PINHEIRO,1960-12-20,POR,1,Otsu (JPN),1996-03-03,35,59,1996,7772.0
2532,2:09:32,Dmitriy KAPITANOV,1968-05-15,RUS,2,Eindhoven (NED),1999-10-10,31,52,1999,7772.0
2533,2:09:32,David MORRIS,1970-05-17,USA,4,"Chicago, IL (USA)",1999-10-24,29,50,1999,7772.0
2534,2:09:32,Shin-ichi WATANABE,1976-11-16,JPN,6,Berlin (GER),2004-09-26,27,44,2004,7772.0
2535,2:09:32,Mesfin ADIMASU,1985-03-05,ETH,7,Rotterdam (NED),2009-04-05,24,35,2009,7772.0
2536,2:09:32,Tariku JUFAR,1984-07-18,ETH,2,"Los Angeles, CA (USA)",2009-05-25,24,36,2009,7772.0
2537,2:09:32,Getu FELEKE,1986-11-28,ETH,8,Amsterdam (NED),2009-10-18,22,34,2009,7772.0
2538,2:09:32,Joseph LOMALA,1982-01-01,KEN,2,Wien (AUT),2010-04-18,28,38,2010,7772.0
2539,2:09:32,Jackson KIPROP,1986-10-20,UGA,1,Mumbai (IND),2013-01-20,26,34,2013,7772.0
2540,2:09:32,John Nzau MWANGANGI,1990-01-11,KEN,5,Rotterdam (NED),2013-04-14,23,30,2013,7772.0
2541,2:09:32,Arne GABIUS,1981-03-22,GER,9,Frankfurt (GER),2014-10-26,33,39,2014,7772.0
2542,2:09:32,Chesari Kirui JACOB,1984-04-06,KEN,1,Hannover (GER),2015-04-19,31,36,2015,7772.0
2543,2:09:32,Robert KIPKEMBOI,1988-06-19,KEN,1,Padova (ITA),2015-04-19,26,32,2015,7772.0
2544,2:09:32,Marius KIMUTAI,1992-12-10,KEN,2,Dongying (CHN),2016-05-08,23,28,2016,7772.0
2545,2:09:32,Alphonce Felix SIMBU,1992-02-14,TAN,1,Mumbai (IND),2017-01-15,24,28,2017,7772.0
2546,2:09:32,Kentaro NAKAMOTO,1982-12-07,JPN,1,Oita (JPN),2017-02-05,34,38,2017,7772.0
2547,2:09:32,Elisha Kiprop BARNO,1985-01-01,KEN,3,"Houston, TX (USA)",2018-01-14,33,35,2018,7772.0
2548,2:09:32,Samir JOUAHER,1985-04-29,MAR,4,Abu Dhabi (UAE),2019-12-06,34,35,2019,7772.0
2549,2:09:32,Tesfamriam Samuel TSEGAY,1988-02-24,ERI,5,Guangzhou (CHN),2019-12-08,31,32,2019,7772.0
2550,2:09:33,Abebe MEKONNEN,1964-01-09,ETH,4,Rotterdam (NED),1988-04-17,24,56,1988,7773.0
2551,2:09:33,Masaki OYA,1966-07-11,JPN,3,Fukuoka (JPN),1995-12-03,29,54,1995,7773.0
2552,2:09:33,Francis Robert NAALI,1971-04-01,TAN,2,Berlin (GER),1996-09-29,25,49,1996,7773.0
2553,2:09:33,Martin FIZ,1963-03-03,ESP,2,Otsu (JPN),1998-03-01,34,57,1998,7773.0
2554,2:09:33,Stefano BALDINI,1971-05-25,ITA,1,Roma (ITA),1998-03-29,26,49,1998,7773.0
2555,2:09:33,Joseph Kahugu NJOROGE,1971-06-07,KEN,1,Dubai (UAE),2003-01-10,31,49,2003,7773.0
2556,2:09:33,Leonid SHVETSOV,1969-03-28,RUS,2,Frankfurt (GER),2003-10-26,34,51,2003,7773.0
2557,2:09:33,Albert Kiplagat MATEBOR,1980-12-25,KEN,5,Frankfurt (GER),2007-10-28,26,39,2007,7773.0
2558,2:09:33,Joseph Ngeny KIPROTICH,1977-07-20,KEN,3,Eindhoven (NED),2008-10-12,31,43,2008,7773.0
2559,2:09:33,James ROTICH,1978-12-22,KEN,7,Eindhoven (NED),2009-10-11,30,41,2009,7773.0
2560,2:09:33,Evans Kipkosgei RUTO,1984-01-14,KEN,1,Mumbai (IND),2014-01-19,30,36,2014,7773.0
2561,2:09:33,Javier GUERRA,1983-11-10,ESP,7,London (GBR),2015-04-26,31,37,2015,7773.0
2562,2:09:33,Tewelde ESTIFANOS,1987-10-02,ERI,4,Gold Coast (AUS),2015-07-05,27,33,2015,7773.0
2563,2:09:33,Moses MOSOP,1985-07-07,KEN,3,Dongying (CHN),2016-05-08,30,35,2016,7773.0
2564,2:09:33,Tariku BEKELE,1987-02-28,ETH,2,Chuncheon (KOR),2017-10-29,30,33,2017,7773.0
2565,2:09:33,Alfers LAGAT,1986-08-07,KEN,3,Seoul (KOR),2017-11-05,31,34,2017,7773.0
2566,2:09:33,Hillary KIPSAMBU,1985-02-04,KEN,1,Košice (SVK),2019-10-06,34,35,2019,7773.0
2567,2:09:34,Hiromi TANIGUCHI,1960-04-05,JPN,1,Tokyo (JPN),1989-03-19,28,60,1989,7774.0
2568,2:09:34,Timothy CHERIGAT,1976-12-29,KEN,1,San Sebastián (ESP),2002-11-24,25,43,2002,7774.0
2569,2:09:34,Tadesse HAILEMARIAM,1972-09-17,ETH,7,Amsterdam (NED),2003-10-19,31,48,2003,7774.0
